player,opp,status,comp/att,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,targets,2-pt,fl,def_td,fan_pts,punt_td,kick_td

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Marcus Easley, BufWRQ",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andre Roberts, WshWRP",@NYJ,L 20-34,0/0,0,0,0,0,0,0,1,6,0,4,0,0,0,0
"Jermaine Gresham, AriTE",@Pit,L 13-25,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Dennis Pitta*, BalTEO",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Armanti Edwards, ChiWR",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Moeaki, AtlTE",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike Caussin*, WshTEIR",@NYJ,L 20-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Conner, BufRB",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dorin Dickerson*, TenTEIR",Mia,L 10-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jim Dray, CleTE",Den,L 23-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jacoby Ford, TenWR",Mia,L 10-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Garrett Graham, HouTE",@Jax,W 31-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clay Harbor, JaxTEQ",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Hoomanawanui, NOTE",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Mike Kafka*, MinQBIR",KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deji Karim, IndRB",NE,L 27-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jameson Konz, DenTE",@Cle,W 26-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erik Lorig, NORB",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marc Mariani, ChiWR",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anthony McCoy, WshTE",@NYJ,L 20-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fendi Onobun, JaxTE",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Quarless*, GBTEIR",SD,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Reed, SFWR",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zac Robinson, CinQB",@Buf,W 34-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mickey Charles Shuler, AtlTE",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Skelton, TenQB",Mia,L 10-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rusty Smith, TenQB",Mia,L 10-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joe Webb, CarQB",@Sea,W 27-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kyle Williams*, DenWRIR",@Cle,W 26-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike Williams, BufWRSSPD",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stephen Williams, JaxWR",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seyi Ajirotutu, PhiWR",NYG,W 27-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jake Ballard, AriTE",@Pit,L 13-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joique Bell, DetRBQ",Chi,W 37-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richie Brockel, CarTEQ",@Sea,W 27-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Victor Cruz, NYGWRQ",@Phi,L 7-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeff Cumberland, NYJTE",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richard Goodman, SDWR",@GB,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thaddeus Lewis, PhiQB",NYG,W 27-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marlon Moore, CleWRQ",Den,L 23-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Nelson*, PitWRIR",Ari,W 25-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Michael Palmer, PitTE",Ari,W 25-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naaman Roosevelt, BufWR",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alfonso Smith, SFRB",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeron Mastrud, ChiTE",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Logan Paulsen*, WshTEIR",@NYJ,L 20-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nathan Overbay, BalTE",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steve Maneri, NYJTE",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andy Tanner, NOWR",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Harvey Unga, JaxRB",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Danario Alexander, SDWR",@GB,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Vaughan, AtlRB",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"James Develin*, NERBIR",@Ind,W 34-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jake Locker, TenQB",Mia,L 10-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jonathan Baldwin, SFWR",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blaine Gabbert, SFQB",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rob Housler, CleTEQ",Den,L 23-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shane Vereen, NYGRB",@Phi,L 7-27,0/0,0,0,0,4,0,0,1,6,0,4,0,0,0,0
"Greg Little, CinWR",@Buf,W 34-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vincent Brown, IndWR",NE,L 27-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stevan Ridley*, NYJRBO",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austin Pettis, SDWR",@GB,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Mallett, HouQB",@Jax,W 31-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jerrel Jernigan, NYGWR",@Phi,L 7-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mikel Leshoure, DetRB",Chi,W 37-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Green, NYJRB",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daniel Thomas, ChiRBP",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DeMarco Sampson, BufWR",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gabe Miller, WshTE",@NYJ,L 20-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Delone Carter, JaxRB",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ricky Stanzi, NYGQB",@Phi,L 7-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Virgil Green, DenTE",@Cle,W 26-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Da'Rel Scott, NYGRB",@Phi,L 7-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shaun Chapas, BalRB",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greg McElroy, CinQB",@Buf,W 34-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Ausberry, DetTE",Chi,W 37-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stanley Havili, SeaRB",Car,L 23-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Evan Royster*, AtlRBIR",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greg Salas, DetWRQ",Chi,W 37-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T.J. Yates, AtlQB",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bilal Powell, NYJRBQ",Wsh,W 34-20,0/0,0,0,0,4,-2,0,1,1,0,1,0,0,0,0
"Owen Marecic, SFRB",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Whalen, MinWR",KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kealoha Pilares, CarWR",@Sea,W 27-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeremy Kerley, NYJWR",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Denarius Moore, BufWR",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Niles Paul*, WshTEIR",@NYJ,L 20-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D.J. Williams, WshTE",@NYJ,L 20-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kendall Hunter*, SFRBO",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyrod Taylor*, BufQBO",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aldrick Robinson, BalWR",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Jordan Todman, PitRB",Ari,W 25-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tandon Doss, JaxWR",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jacquizz Rodgers*, ChiRBIR",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stephen Burton, JaxWR",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richard Gordon, DenTE",@Cle,W 26-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anthony Allen, BalRB",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Taylor, KCTE",@Min,L 10-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Armon Binns, KCWR",@Min,L 10-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pat Devlin, CleQB",Den,L 23-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DuJuan Harris, MinRB",KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert Hughes, AriRB",@Pit,L 13-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jerrod Johnson, ChiQB",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kyle Miller, SDTE",@GB,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dane Sanzenbacher, CinWR",@Buf,W 34-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weslye Saunders, IndTE",NE,L 27-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andre Phillip Smith, CleTE",Den,L 23-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kris Adams, NYGWR",@Phi,L 7-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Baker, NYJTE",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vidal Hazelton, NYJWR",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scott Tolzien, GBQB",SD,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Higgins, MinTE",KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joseph Morgan, NOWR",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"William Powell, DetRB",Chi,W 37-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allen Reisner*, BalTEIR",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Konrad Reuland, BalTE",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raymond Webber, MiaWR",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Campbell, NYJWR",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drew Davis, AtlWR",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shaun Draughn, CleRB",Den,L 23-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LaQuan Williams, BalWR",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brett Brackett, TenTE",Mia,L 10-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jake Rogers, MiaK",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lestar Jean, HouWR",@Jax,W 31-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terrence Toliver, ChiWR",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeff Maehl, PhiWR",NYG,W 27-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"McLeod Bethel-Thompson, MiaQB",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tori Gurley, BufWR",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Henry Hynoski, NYGRB",@Phi,L 7-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Preston, MiaWR",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phillip Tanner, SFRB",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike McNeill, CarTE",@Sea,W 27-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Gilreath, SeaWR",Car,L 23-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Griffin, NYJRB",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Armond Smith, CarRB",@Sea,W 27-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kai Forbath, NOK",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kevin Cone, MiaWR",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terrelle Pryor, CleWR",Den,L 23-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Will Johnson, PitRB",Ari,W 25-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andre Hardy, AriTE",@Pit,L 13-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert Griffin, WshQB",@NYJ,L 20-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Brock Osweiler, DenQB",@Cle,W 26-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Lindley, NEQB",@Ind,W 34-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Wilson, NYGRBQ",@Phi,L 7-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LaMike James, MiaRB",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bernard Pierce, JaxRB",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Edwin Baker, NORB",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tauren Poole, BalRB",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Rainey, AriRB",@Pit,L 13-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyrus Gray, KCRB",@Min,L 10-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vick Ballard, IndRB",NE,L 27-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Orson Charles, NORBSSPD",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Egnew, NOTE",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adrien Robinson, NYGTE",@Phi,L 7-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Justin Blackmon, JaxWRSSPD",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stephen Hill*, CarWRIR",@Sea,W 27-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marvin McNutt, WshWR",@NYJ,L 20-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joe Adams, HouWR",@Jax,W 31-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Broyles, DetWR",Chi,W 37-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T.J. Graham, NOWR",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nick Toon, NOWRQ",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DeVier Posey, NYJWR",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chandler Harnish, AriQB",@Pit,L 13-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Junior Hemingway, KCWR",@Min,L 10-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LaVon Brazill, IndWR",NE,L 27-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Danny Coale, PitWR",Ari,W 25-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.J. Cunningham, ChiWR",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Paulson, SDTE",@GB,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Juron Criner, NYGWR",@Phi,L 7-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bradie Ewing, JaxRB",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeremy Ebert, AtlWR",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tommy Streeter*, MiaWRIR",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taylor Thompson, TenTE",Mia,L 10-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greg Childs, MinWR",KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bryce Brown, BufRB",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daryl Richardson, NYJRB",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Toney Clemons, CarWR",@Sea,W 27-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Potter*, MiaKIR",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Smith, NYJRB",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collin Mooney*, AtlRBIR",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam Nissley, AtlTE",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dominique Davis, IndQB",NE,L 27-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kashif Moore, PitWR",Ari,W 25-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aaron Corp, MiaQB",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austin Davis, CleQB",Den,L 23-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nathan Palmer, DenWR",@Cle,W 26-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Cooper, CleWR",Den,L 23-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Garrett Celek, SFTE",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Gerell Robinson, MiaWR",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jewel Hampton, SFRB",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Owusu, NYJWRQ",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Brian Tyms*, NEWRIR",@Ind,W 34-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dale Moss, ChiWR",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phillip Supernaw, TenTE",Mia,L 10-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nick Stephens, BalQB",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Carswell, SFWR",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joe Banyard, MinRB",KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G.J. Kinne, PhiQB",NYG,W 27-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matt Veldman, WshTE",@NYJ,L 20-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kevin Elliott, BufWR",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Moye, TenWR",Mia,L 10-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Szczerba, AtlTE",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derrick Coleman*, SeaRBO",Car,L 23-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beau Brinkley, TenTE",Mia,L 10-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jarrett Boykin, CarWR",@Sea,W 27-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tim Benford, PitWR",Ari,W 25-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jabin Sambrano, AtlWR",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dominique Jones, DenTE",@Cle,W 26-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kamar Jorden, MinWR",KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saalim Hakim, NYJWR",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matt Simms, BufQB",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Danny Noble, JaxTE",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Givens, NOWR",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jake Byrne, SDTE",@GB,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carson Wiggs, SeaK",Car,L 23-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jermaine Kearse, SeaWR",Car,L 23-27,0/0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Mike Brown, CarWR",@Sea,W 27-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Travaris Cadet, NERB",@Ind,W 34-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patrick Edwards, DetWR",Chi,W 37-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Dimke, NOK",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Bolden, NERBQ",@Ind,W 34-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deonte Thompson, BufWRQ",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sean McGrath, IndTE",NE,L 27-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LaRon Byrd, MiaWR",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joshua Bellamy, ChiWR",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brittan Golden, AriWR",@Pit,L 13-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeremy Stewart, DenRB",@Cle,W 26-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Emil Igwenagu, DetTE",Chi,W 37-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Damaris Johnson, HouWR",@Jax,W 31-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jerrell Jackson, KCWR",@Min,L 10-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jonathan Grimes, HouRBP",@Jax,W 31-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jourdan Brooks, CinRB",@Buf,W 34-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chase Ford, MinTE",KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Willie, BalWR",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joe Anderson, ChiWR",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
