Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
DST,Lions ,2500,Chi@Det 01:00PM ET,8.2,Det
DST,Colts ,2500,NE@Ind 08:30PM ET,5.4,Ind
DST,Redskins ,2500,Was@NYJ 01:00PM ET,7.2,Was
TE,Mike Leach,2500,Ari@Pit 01:00PM ET,0,Ari
TE,Craig Stevens,2500,Mia@Ten 01:00PM ET,2.075,Ten
TE,Scott Chandler,2500,NE@Ind 08:30PM ET,4.225,NE
TE,Matt Spaeth,2500,Ari@Pit 01:00PM ET,0,Pit
TE,Clark Harris,2500,Cin@Buf 01:00PM ET,0,Cin
TE,Anthony Fasano,2500,Mia@Ten 01:00PM ET,6.45,Ten
TE,Brent Celek,2500,NYG@Phi 08:30PM ET,4.6,Phi
TE,Zach Miller,2500,Chi@Det 01:00PM ET,1.3,Chi
TE,Brandon Pettigrew,2500,Chi@Det 01:00PM ET,2.95,Det
TE,Kellen Davis,2500,Was@NYJ 01:00PM ET,0,NYJ
TE,Darren Fells,2500,Ari@Pit 01:00PM ET,6.74,Ari
TE,David Johnson,2500,SD@GB 04:25PM ET,0.04,SD
TE,Clay Harbor,2500,Hou@Jax 01:00PM ET,4.08,Jax
TE,Ed Dickson,2500,Car@Sea 04:05PM ET,3.475,Car
TE,Chase Coffman,2500,Mia@Ten 01:00PM ET,8.2,Ten
TE,Garrett Graham,2500,Hou@Jax 01:00PM ET,2.6,Hou
TE,Richie Brockel,2500,Car@Sea 04:05PM ET,0,Car
TE,Anthony McCoy,2500,Was@NYJ 01:00PM ET,0,Was
TE,Jim Dray,2500,Den@Cle 01:00PM ET,0.8,Cle
TE,Virgil Green,2500,Den@Cle 01:00PM ET,2.56,Den
TE,John Phillips,2500,SD@GB 04:25PM ET,2.92,SD
TE,Rob Housler,2500,Den@Cle 01:00PM ET,0.32,Cle
TE,Kyle Nelson,2500,Bal@SF 04:25PM ET,0,SF
TE,Matthew Mulligan,2500,Cin@Buf 01:00PM ET,0.24,Buf
TE,Jermaine Gresham,2500,Ari@Pit 01:00PM ET,2.02,Ari
TE,Jeff Cumberland,2500,Was@NYJ 01:00PM ET,1,NYJ
TE,Rhett Ellison,2500,KC@Min 01:00PM ET,0.325,Min
TE,Garrett Celek,2500,Bal@SF 04:25PM ET,6.62,SF
TE,Jake Stoneburner,2500,Mia@Ten 01:00PM ET,7.233,Mia
TE,Beau Brinkley,2500,Mia@Ten 01:00PM ET,0,Ten
TE,Kevin McDermott,2500,KC@Min 01:00PM ET,0,Min
TE,Tim Wright,2500,Chi@Det 01:00PM ET,1.95,Det
TE,Michael Williams,2500,NE@Ind 08:30PM ET,0.625,NE
TE,Chris Gragg,2500,Cin@Buf 01:00PM ET,1.25,Buf
TE,Luke Willson,2500,Car@Sea 04:05PM ET,3.2,Sea
TE,James Winchester,2500,KC@Min 01:00PM ET,0,KC
TE,Jack Doyle,2500,NE@Ind 08:30PM ET,1.44,Ind
TE,Vance McDonald,2500,Bal@SF 04:25PM ET,1.525,SF
TE,Ryan Hewitt,2500,Cin@Buf 01:00PM ET,0,Cin
TE,Dion Sims,2500,Mia@Ten 01:00PM ET,0,Mia
TE,Jerome Cunningham,2500,NYG@Phi 08:30PM ET,1.3,NYG
TE,Nic Jacobs,2500,Hou@Jax 01:00PM ET,0,Jax
TE,Cooper Helfet,2500,Car@Sea 04:05PM ET,0,Sea
TE,Trey Burton,2500,NYG@Phi 08:30PM ET,0,Phi
TE,Blake Bell,2500,Bal@SF 04:25PM ET,0.94,SF
TE,James O'Shaughnessy,2500,KC@Min 01:00PM ET,1.84,KC
TE,MyCole Pruitt,2500,KC@Min 01:00PM ET,0,Min
TE,Will Tye,2500,NYG@Phi 08:30PM ET,4.4,NYG
TE,Chase Ford,2500,KC@Min 01:00PM ET,0,Min
TE,C.J. Fiedorowicz,2500,Hou@Jax 01:00PM ET,3.52,Hou
TE,Brian Parker,2500,KC@Min 01:00PM ET,0,KC
TE,Tyler Kroft,2500,Cin@Buf 01:00PM ET,0,Cin
TE,C.J. Uzomah,2500,Cin@Buf 01:00PM ET,0,Cin
TE,Demetrius Harris,2500,KC@Min 01:00PM ET,0,KC
TE,Mitchell Henry,2500,Den@Cle 01:00PM ET,0,Den
TE,Nick Boyle,2500,Bal@SF 04:25PM ET,2.76,Bal
TE,Kennard Backman,2500,SD@GB 04:25PM ET,0,GB
TE,Troy Niklas,2500,Ari@Pit 01:00PM ET,0,Ari
TE,Phillip Supernaw,2500,Mia@Ten 01:00PM ET,0,Ten
TE,Jesse James,2500,Ari@Pit 01:00PM ET,0,Pit
TE,Derek Carrier,2500,Was@NYJ 01:00PM ET,3.46,Was
TE,E.J. Bibbs,2500,Den@Cle 01:00PM ET,0,Cle
TE,Khari Lee,2500,Chi@Det 01:00PM ET,0,Chi
DST,Bears ,2400,Chi@Det 01:00PM ET,3.8,Chi
DST,Browns ,2200,Den@Cle 01:00PM ET,4.8,Cle
DST,49ers ,2100,Bal@SF 04:25PM ET,3.4,SF
