player,opp,status,comp/att,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,targets,2-pt,fl,def_td,fan_pts,punt_td,kick_td

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Jeff Demps, IndRB",NO,L 21-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fozzy Whittaker, CarRB",Phi,W 27-16,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ifeanyi Momah*, AriWRIR",Bal,W 26-18,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Bogotay, TBK",@Wsh,L 30-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Cordarrelle Patterson, MinWR",@Det,W 28-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stedman Bailey, StLWR",Cle,W 24-6,0/0,0,0,0,0,0,0,1,8,0,1,0,0,0,0
"Knile Davis, KCRB",Pit,W 23-13,0/0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Gavin Escobar, DalTE",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike Glennon, TBQB",@Wsh,L 30-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marquise Goodwin*, BufWRIR",@Jax,L 31-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vance McDonald, SFTE",Sea,L 3-20,0/0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"Geno Smith, NYJQB",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Griffin*, HouTEIR",@Mia,L 26-44,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D.C. Jefferson*, CarTEIR",Phi,W 27-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Nassib, NYGQB",Dal,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sean Renfree, AtlQB",@Ten,W 10-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.J. Daniels, SeaQB, WR",@SF,W 20-3,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Williams, NETE",NYJ,W 30-23,0/0,0,0,0,0,0,0,1,4,0,2,0,0,0,0
"Tavarres King, TBWR",@Wsh,L 30-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kenjon Barner, PhiRB",@Car,L 16-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Cox, NYGRB",Dal,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aaron Mellette, BalWR",@Ari,L 18-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matt Barkley*, AriQBO",Bal,W 26-18,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Denard Robinson, JaxRB",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike Gillislee, MiaRB",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nick Kasa, OakTE",@SD,W 37-29,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Thompson*, WshRBO",TB,W 31-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike James, TBRB",@Wsh,L 30-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dion Sims, MiaTE",Hou,W 44-26,0/0,0,0,0,0,0,0,1,-3,0,2,0,0,0,0
"Levine Toilolo, AtlTE",@Ten,W 10-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stepfan Taylor, AriRB",Bal,W 26-18,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cobi Hamilton, MiaWR",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Justice Cunningham, StLTE",Cle,W 24-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Boyce*, NEWRIR",NYJ,W 30-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alan Bonner, HouWR",@Mia,L 26-44,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Harper, NYGWR",Dal,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Justin Brown, BufWR",@Jax,L 31-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marcus Lattimore*, SFRBO",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corey Fuller, DetWR",Min,L 19-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brad Sorensen, SDQB",Oak,L 29-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kenny Stills, MiaWR",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jawan Jamison, PitRB",@KC,L 13-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spencer Ware, KCRB",Pit,W 23-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ace Sanders, JaxWRSSPD",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kerwynn Williams, AriRB",Bal,W 26-18,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quinton Patton, SFWR",Sea,L 3-20,0/0,0,0,0,0,0,0,1,2,0,3,0,0,0,0
"Reggie Dunn, DalWR",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kendall Gaskins, SFRB",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Hill*, DalRBIR",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steven Miller, DetRB",Min,L 19-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Keavon Milton, SeaTE",@SF,W 20-3,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lamaar Thomas, JaxWR",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Luke Willson, SeaTE",@SF,W 20-3,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Ford, AtlRB",@Ten,W 10-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Ryan Griffin, TBQB",@Wsh,L 30-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mark Harrison, KCWR",Pit,W 23-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Hill, NOTE",@Ind,W 27-21,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ryan Otten, MinTE",@Det,W 28-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan Rodgers, TBQB",@Wsh,L 30-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Da'Rick Rogers, KCWR",Pit,W 23-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jaron Brown, AriWR",Bal,W 26-18,0/0,0,0,0,0,0,0,1,3,0,1,0,0,0,0
"Darius Johnson, AtlWR",@Ten,W 10-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Javone Lawson, AriWR",Bal,W 26-18,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Miguel Maysonet, PitRB",@KC,L 13-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Russell Shepard, TBWRQ",@Wsh,L 30-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drew Smith, BufRBQ",@Jax,L 31-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Spadola, AriWR",Bal,W 26-18,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matthew Tucker*, PhiRBIR",@Car,L 16-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeff Tuel, JaxQB",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ronnie Wingo Jr., AtlRB",@Ten,W 10-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Conner Vernon, DetWR",Min,L 19-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Bray*, KCQBO",Pit,W 23-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Williams, MiaTE",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C.J. Akins, StLWR",Cle,W 24-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MarQueis Gray*, BufTEIR",@Jax,L 31-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joseph Fauria, AriTE",Bal,W 26-18,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Skye Dawson, DetWR",Min,L 19-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dan Moore*, IndRBO",NO,L 21-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matt Furstenburg, BalTE",@Ari,L 18-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chad Bumphis, JaxWR",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lonnie Pryor, TBRB",@Wsh,L 30-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodney Smith, CleWR",@StL,L 6-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T.J. Moe, StLWR",Cle,W 24-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kenbrell Thompkins, NYJWR",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quentin Hines, NERB",NYJ,W 30-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zach Sudfeld*, NYJTEIR",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Zordich, NORB",@Ind,W 27-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Debniak, SFRB",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"George Winn, DetRB",Min,L 19-28,0/0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Jake Stoneburner, MiaTE",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennis Johnson, HouRB",@Mia,L 26-44,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cierre Wood*, BufRBIR",@Jax,L 31-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ray Graham, HouRB",@Mia,L 26-44,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alec Lemon, BalWR",@Ari,L 18-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jack Doyle, IndTE",NO,L 21-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greg Jenkins*, JaxWRIR",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R.J. Webb, CarWR",Phi,W 27-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maikon Bonani, TenK",Atl,L 7-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myles White, NYGWR",Dal,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matt McGloin, OakQB",@SD,W 37-29,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sammy Watkins*, BufWRO",@Jax,L 31-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kelvin Benjamin*, CarWRIR",Phi,W 27-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dri Archer, PitRB",@KC,L 13-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jimmy Garoppolo, NEQB",NYJ,W 30-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"C.J. Fiedorowicz, HouTE",@Mia,L 26-44,0/0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Josh Huff, PhiWR",@Car,L 16-27,0/0,0,0,0,0,0,0,2,5,0,5,0,0,0,0
"Paul Richardson, SeaWRQ",@SF,W 20-3,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terrance West, TenRB",Atl,L 7-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tre Mason*, StLRBO",Cle,W 24-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marqise Lee*, JaxWRO",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jace Amaro*, NYJTEIR",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bishop Sankey, TenRB",Atl,L 7-10,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Austin Seferian-Jenkins*, TBTEO",@Wsh,L 30-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Troy Niklas, AriTE",Bal,W 26-18,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Garrett Gilbert, DetQB",Min,L 19-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shaquelle Evans, NYJWR",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tajh Boyd, PitQB",@KC,L 13-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Logan Thomas, MiaQB",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeremy Gallon, NEWR",NYJ,W 30-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Gaffney*, NERBIR",NYJ,W 30-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kevin Norwood, CarWR",Phi,W 27-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Storm Johnson, JaxRB",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lache Seastrunk, DalRB",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zach Hocker, NOK",@Ind,W 27-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jalen Saunders, NEWR",NYJ,W 30-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tom Savage*, HouQBIR",@Mia,L 26-44,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bruce Ellington, SFWR",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lorenzo Taliaferro*, BalRBIR",@Ari,L 18-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marion Grice, AriRBQ",Bal,W 26-18,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aaron Murray, KCQB",Pit,W 23-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carey Spear, CleK",@StL,L 6-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Isaiah Crowell, CleRB",@StL,L 6-24,0/0,0,0,0,8,9,0,0,0,0,0,0,0,0,0
"Alfred Blue, HouRB",@Mia,L 26-44,0/0,0,0,0,3,8,0,0,0,0,0,0,0,0,0
"Damien Williams, MiaRB",Hou,W 44-26,0/0,0,0,0,4,19,0,2,10,0,2,0,1,0,0
"Corey Washington, NYGWRQ",Dal,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert Herron*, TBWRIR",@Wsh,L 30-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marcus Harris*, NYGWRIR",Dal,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arthur Lynch, NYJTE",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Campanaro*, BalWRIR",@Ari,L 18-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Henry Josey, MinRB",@Det,W 28-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erik Lora, JaxWR",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darrin Reaves, KCRB",Pit,W 23-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brenton Bersin, CarWR",Phi,W 27-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Silas Redd*, WshRBIR",TB,W 31-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cody Parkey*, PhiKIR",@Car,L 16-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Harold Hoskins, SeaTE",@SF,W 20-3,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kasey Redfern, JaxK",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patrick Murray*, TBKIR",@Wsh,L 30-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frankie Hammond, KCWR",Pit,W 23-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trey Watts, StLRB",Cle,W 24-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LaDarius Perkins, PitRB",@KC,L 13-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austin Johnson, NORB",@Ind,W 27-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darren Fells*, AriTEO",Bal,W 26-18,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brian Leonhardt, OakTE",@SD,W 37-29,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Demetrius Harris, KCTE",Pit,W 23-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chuck Jacobs, SFWR",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jay Prosch, HouRB",@Mia,L 26-44,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJ Jones, DetWR",Min,L 19-28,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trey Burton, PhiTE",@Car,L 16-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Bayer, StLTE",Cle,W 24-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeremy Butler*, BalWRO",@Ari,L 18-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Damian Copeland, JaxWR",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reggie Jordan, JaxTE",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jonathan Krause*, NEWRIR",NYJ,W 30-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Stewart, TenWR",Atl,L 7-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan Najvar, DalTE",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nathan Slaughter, JaxWR",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jerry Rice Jr., WshWR",TB,W 31-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dustin Vaughan, DalQB",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glenn Winston*, CleRBO",@StL,L 6-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zurlon Tipton, IndRB",NO,L 21-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ray Agnew, DalRB",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phil Bates, DalWR",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andy Cruse, MinWR",@Det,W 28-19,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike Davis, OakWR",@SD,W 37-29,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J.C. Copeland, DalRB",@NYG,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Walter Powell, OakWR",@SD,W 37-29,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fitzgerald Toussaint, BalRB",@Ari,L 18-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Julian Talley, NYGWR",Dal,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Asante Cleveland, NETE",NYJ,W 30-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rashad Ross, WshWR",TB,W 31-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nic Jacobs, JaxTE",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Freddie Martino, PhiWR",@Car,L 16-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RaShaun Allen, SeaTE",@SF,W 20-3,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Harris, PitRB",@KC,L 13-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Connor Shaw*, CleQBIR",@StL,L 6-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brelan Chancellor, SDWR",Oak,L 29-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bryn Renner, BalQB",@Ari,L 18-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terrance Cobb, JaxRB",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kevin Smith, SeaWR",@SF,W 20-3,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Furney, NYJK",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andre Debose*, OakWRIR",@SD,W 37-29,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bryce Petty, NYJQB",@NE,L 23-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"James O'Shaughnessy, KCTE",Pit,W 23-13,0/0,0,0,0,0,0,0,1,2,0,2,0,0,0,0
"DiAndre Campbell, SFWR",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Randall Telfer*, CleTEO",@StL,L 6-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Justin Sinz, IndTE",NO,L 21-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gerald Christian*, AriTEIR",Bal,W 26-18,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Issac Blakeney, SFWR",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geremy Davis, NYGWR",Dal,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Da'Ron Brown, KCWR",Pit,W 23-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neal Sterling, JaxWR",Buf,W 34-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marcus Murphy, NORB",@Ind,W 27-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bud Sasser, StLWR",Cle,W 24-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Kenny Bell*, TBWRIR",@Wsh,L 30-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blake Bell, SFTE",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ezell Ruffin, IndWR",NO,L 21-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dres Anderson*, SFWRIR",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Burton, DetRB",Min,L 19-28,0/0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Tony Lippett, MiaWR",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J.J. Nelson, AriWR",Bal,W 26-18,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jalston Fowler, TenRB",Atl,L 7-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DeAndrew White, SFWR",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Malcolm Johnson, CleTE",@StL,L 6-24,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dylan Thompson, SFQB",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kaelin Clay, TBWR",@Wsh,L 30-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bryan Bennett, IndQB",NO,L 21-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sean Mannion, StLQB",Cle,W 24-6,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joey Iosefa, TBRB",@Wsh,L 30-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Justin Hardy, AtlWR",@Ten,W 10-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler McDonald, MiaWR",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darius Davis, SFWR",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Manhertz, NOTE",@Ind,W 27-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tre McBride, TenWR",Atl,L 7-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dezmin Lewis, BufWR",@Jax,L 31-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jay Ajayi*, MiaRBIR",Hou,W 44-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corey Knox, BufRB",@Jax,L 31-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quan Bray, IndRB",NO,L 21-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sammie Coates, PitWR",@KC,L 13-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Garrett Grayson, NOQB",@Ind,W 27-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Cobb*, TenRBIR",Atl,L 7-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Devin Smith, NYJWR",@NE,L 23-30,0/0,0,0,0,0,0,0,1,7,0,2,0,0,0,0
"Evan Spencer, WshWR",TB,W 31-30,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
