player,opp,status,comp/att,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,punt_td,kick_td,fl,2-pt

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
Raiders D/STD/ST,@SD,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,3.3
"Josh Huff, PhiWRP",@Car,Sun 8:30,0/0,0,0,0,0,0,0,2.2,26,0.1,3.2
"Jacob Tamme, AtlTE",@Ten,Sun 1:00,0/0,0,0,0,0,0,0,2.6,28.6,0.2,3.2
"Phillip Dorsett, IndWR",NO,Sun 1:00,0/0,0,0,0,0.2,1.6,0,1.6,24.8,0.2,3.2
"Dion Sims, MiaTE",Hou,Sun 1:00,0/0,0,0,0,0,0,0,1.9,20.9,0.2,3.2
"Denarius Moore, BufWR",@Jax,Sun 9:30 AM,0/0,0,0,0,0,0,0,2.2,28.8,0.2,3.1
"Brian Quick, StLWR",Cle,Sun 1:00,0/0,0,0,0,0,0,0,1.5,21.1,0.2,3.1
"Jeremy Ross, BalWR",@Ari,Mon 8:30,0/0,0,0,0,0.2,1.5,0,1.8,22.6,0.1,3.1
"Heath Miller, PitTE",@KC,Sun 1:00,0/0,0,0,0,0,0,0,2.2,24.2,0.2,3.1
"Stedman Bailey, StLWR",Cle,Sun 1:00,0/0,0,0,0,0,0,0,2.2,28.1,0.2,3
"Roy Helu, OakRB",@SD,Sun 4:05,0/0,0,0,0,3.3,16,0.1,2.3,18.1,0.1,3
"Devin Smith, NYJWR",@NE,Sun 1:00,0/0,0,0,0,0,0,0,1.9,26.2,0.2,3
"Devin Funchess, CarWR",Phi,Sun 8:30,0/0,0,0,0,0,0,0,2.1,26.5,0.2,3
"Cole Beasley, DalWR",@NYG,Sun 4:25,0/0,0,0,0,0,0,0,2.9,27.8,0.2,3
"Andre Williams, NYGRB",Dal,Sun 4:25,0/0,0,0,0,6.5,25.8,0.2,0.2,1.3,0,3

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Ryan Mathews, PhiRB",@Car,Sun 8:30,0/0,0,0,0,6.3,26.4,0.1,1.2,9,0,2.9
"Marlon Brown, BalWR",@Ari,Mon 8:30,0/0,0,0,0,0,0,0,2.1,27.6,0.1,2.9
"Markus Wheaton, PitWR",@KC,Sun 1:00,0/0,0,0,0,0.1,0.9,0,1.9,26.4,0.1,2.8
"Andre Roberts, WshWRP",TB,Sun 1:00,0/0,0,0,0,0,0,0,1.5,20,0.1,2.8
"Taylor Gabriel, CleWR",@StL,Sun 1:00,0/0,0,0,0,0,0,0,2.1,27.6,0.1,2.8
"Brandon Myers, TBTE",@Wsh,Sun 1:00,0/0,0,0,0,0,0,0,2.2,24.9,0.1,2.7
"Corey Brown, CarWR",Phi,Sun 8:30,0/0,0,0,0,0.6,3.9,0,1.9,26.1,0.1,2.7
"Louis Murphy, TBWR",@Wsh,Sun 1:00,0/0,0,0,0,0,0,0,1.7,25.1,0.1,2.7
"Reggie Bush, SFRBP",Sea,L 3-20,0/0,0,0,0,4,15.4,0.1,2.3,20,0.1,2.7
"Brian Hartline, CleWR",@StL,Sun 1:00,0/0,0,0,0,0,0,0,1.8,24.7,0.1,2.7
"Miles Austin, PhiWR",@Car,Sun 8:30,0/0,0,0,0,0,0,0,1.6,21.3,0.1,2.7
"Kyle Juszczyk, BalRB",@Ari,Mon 8:30,0/0,0,0,0,0,0,0,2.5,20.6,0.1,2.6
"Chris Owusu, NYJWRP",@NE,Sun 1:00,0/0,0,0,0,0,0,0,1.6,20.4,0.1,2.6
"Alfred Blue, HouRBP",@Mia,Sun 1:00,0/0,0,0,0,6,23.2,0.1,0.5,3.9,0,2.6
"Albert Wilson, KCWR",Pit,Sun 1:00,0/0,0,0,0,0,0,0,2.2,26,0.1,2.6
"Robert Turbin, CleRB",@StL,Sun 1:00,0/0,0,0,0,6.7,26.1,0.1,0.3,2.3,0,2.5
"Jermaine Gresham, AriTE",Bal,Mon 8:30,0/0,0,0,0,0,0,0,1.8,18.3,0.2,2.4
"Quinton Patton, SFWR",Sea,L 3-20,0/0,0,0,0,0.1,0.8,0,1.7,20.7,0.1,2.4
"Dwayne Allen, IndTE",NO,Sun 1:00,0/0,0,0,0,0,0,0,1.7,19.2,0.2,2.4
"Matt Asiata, MinRBP",@Det,Sun 1:00,0/0,0,0,0,2.7,10.9,0.2,0.8,6,0,2.1
"Andre Ellington, AriRB",Bal,Mon 8:30,0/0,0,0,0,2.6,9.2,0.1,1.5,13.8,0.1,2
"Daniel Herron, BufRB",@Jax,Sun 9:30 AM,0/0,0,0,0,5.4,19.5,0.2,0.9,7.4,0,2
"Anthony Fasano, TenTE",Atl,Sun 1:00,0/0,0,0,0,0,0,0,1.4,16.1,0.2,2
"Damien Williams, MiaRB",Hou,Sun 1:00,0/0,0,0,0,3.3,11.5,0.1,0.8,6.2,0,2
"Mike Tolbert, CarRB",Phi,Sun 8:30,0/0,0,0,0,3.2,12.3,0.1,1.2,9,0,1.9
"Mychal Rivera, OakTE",@SD,Sun 4:05,0/0,0,0,0,0,0,0,1.5,17.4,0.2,1.9
"Josh Hill, NOTE",@Ind,Sun 1:00,0/0,0,0,0,0,0,0,1.5,16.2,0.2,1.9
"Seth Roberts, OakWR",@SD,Sun 4:05,0/0,0,0,0,0,0,0,1.8,18.6,0.2,1.9
"Marcel Reece, OakRB",@SD,Sun 4:05,0/0,0,0,0,0.2,0.7,0,2,19.8,0.1,1.8
"Will Tye, NYGTE",Dal,Sun 4:25,0/0,0,0,0,0,0,0,1.4,16.5,0.1,1.8
"Gavin Escobar, DalTE",@NYG,Sun 4:25,0/0,0,0,0,0,0,0,1,11.9,0.1,1.8
"Cory Harkey, StLTE",Cle,Sun 1:00,0/0,0,0,0,0,0,0,1.5,12.7,0.1,1.7
"Luke Willson, SeaTE",@SF,W 20-3,0/0,0,0,0,0,0,0,1.3,15.1,0.1,1.7
"Ryan Grant, WshWR",TB,Sun 1:00,0/0,0,0,0,0,0,0,1.3,17.4,0.1,1.7
"Brice Butler, DalWRP",@NYG,Sun 4:25,0/0,0,0,0,0,0,0,1.4,17.9,0.1,1.6
"Fred Jackson, SeaRB",@SF,W 20-3,0/0,0,0,0,1.6,6.6,0,1.7,13.5,0.1,1.6
"DeVante Parker, MiaWR",Hou,Sun 1:00,0/0,0,0,0,0,0,0,0.9,12.5,0.1,1.6
"Ed Dickson, CarTE",Phi,Sun 8:30,0/0,0,0,0,0,0,0,1.6,19.5,0.1,1.5
"Jarius Wright, MinWRP",@Det,Sun 1:00,0/0,0,0,0,0.3,1.8,0,1.3,16.5,0.1,1.5
"Jeff Cumberland, NYJTE",@NE,Sun 1:00,0/0,0,0,0,0,0,0,1,11.7,0.1,1.5

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Greg Jennings, MiaWR",Hou,Sun 1:00,0/0,0,0,0,0,0,0,0.9,12.4,0.1,1.5
"Nick Boyle, BalTE",@Ari,Mon 8:30,0/0,0,0,0,0,0,0,1,11.4,0.1,1.5
"Brandon Coleman, NOWR",@Ind,Sun 1:00,0/0,0,0,0,0,0,0,1,14.5,0.1,1.4
"Jerick McKinnon, MinRB",@Det,Sun 1:00,0/0,0,0,0,2.4,11,0.1,0.1,0.8,0,1.4
"Garrett Celek, SFTE",Sea,L 3-20,0/0,0,0,0,0,0,0,1.4,15.8,0.1,1.4
"Garrett Graham, HouTE",@Mia,Sun 1:00,0/0,0,0,0,0,0,0,1.5,16.5,0.1,1.4
"Marcedes Lewis, JaxTE",Buf,Sun 9:30 AM,0/0,0,0,0,0,0,0,0.9,10.5,0.1,1.4
"Thomas Rawls, SeaRBQ",@SF,W 20-3,0/0,0,0,0,2.9,12.2,0.1,0.1,1,0,1.4
"Devin Street, DalWR",@NYG,Sun 4:25,0/0,0,0,0,0,0,0,0.9,11.2,0.1,1.4
"DeAngelo Williams, PitRB",@KC,Sun 1:00,0/0,0,0,0,3,12.6,0.1,0.1,0.7,0,1.4
"Denard Robinson, JaxRB",Buf,Sun 9:30 AM,0/0,0,0,0,4.5,18,0,0.8,6.6,0,1.3
"Vance McDonald, SFTEP",Sea,L 3-20,0/0,0,0,0,0,0,0,1,11.6,0,1.3
"Jaelen Strong, HouWR",@Mia,Sun 1:00,0/0,0,0,0,0,0,0,0.9,11,0,1.3
"De'Anthony Thomas, KCRB, WR",Pit,Sun 1:00,0/0,0,0,0,1.4,7.1,0,1.2,9.7,0.1,0.9
"Clive Walford, OakTE",@SD,Sun 4:05,0/0,0,0,0,0,0,0,0.9,9.7,0.1,0.5
"Troy Niklas, AriTE",Bal,Mon 8:30,0/0,0,0,0,0,0,0,0.6,6.5,0.1,0.5
"Branden Oliver, SDRB",Oak,Sun 4:05,0/0,0,0,0,2.1,8,0,0.8,6.8,0,0.5
"Nick Williams, AtlWR",@Ten,Sun 1:00,0/0,0,0,0,0,0,0,0.8,10,0.1,0.5
"Chris Matthews, SeaWR",@SF,W 20-3,0/0,0,0,0,0,0,0,0.6,9,0.1,0.5
"Justice Cunningham, StLTE",Cle,Sun 1:00,0/0,0,0,0,0,0,0,0.6,7.1,0.1,0.5
"Jonas Gray, MiaRB",Hou,Sun 1:00,0/0,0,0,0,1.5,5.4,0.1,0.3,2.1,0,0.4
"Darrel Young, WshRB",TB,Sun 1:00,0/0,0,0,0,1.3,4.1,0.1,0.1,0.9,0,0.4
"Jack Doyle, IndTE",NO,Sun 1:00,0/0,0,0,0,0,0,0,0.5,5.8,0.1,0.4
"J.J. Nelson, AriWR",Bal,Mon 8:30,0/0,0,0,0,0,0,0,0.6,8.8,0.1,0.4
"Griff Whalen, IndWR",NO,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.8,0,0.4
"Derek Carrier, WshTE",TB,Sun 1:00,0/0,0,0,0,0,0,0,0.6,6.8,0.1,0.4
"Jamize Olawale, OakRB",@SD,Sun 4:05,0/0,0,0,0,1.5,5.6,0,0.3,2.3,0,0.4
"Boobie Dixon, BufRB",@Jax,Sun 9:30 AM,0/0,0,0,0,1.8,6.5,0.1,0.1,0.9,0,0.3
"Anthony Sherman, KCRB",Pit,Sun 1:00,0/0,0,0,0,0.8,2.6,0,0.5,4.1,0,0.3
"Fozzy Whittaker, CarRB",Phi,Sun 8:30,0/0,0,0,0,1.5,4.9,0,1.3,9.5,0,0.3
"Andre Holmes, OakWR",@SD,Sun 4:05,0/0,0,0,0,0,0,0,0.6,7.6,0.1,0.3
"Tre McBride, TenWR",Atl,Sun 1:00,0/0,0,0,0,0,0,0,0.6,8.2,0,0.3
"Jacoby Jones, SDWR",Oak,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0.3
"Lee Smith, OakTE",@SD,Sun 4:05,0/0,0,0,0,0,0,0,0.4,5,0,0.3
"Toby Gerhart, JaxRB",Buf,Sun 9:30 AM,0/0,0,0,0,1,4.1,0,1.1,8.5,0,0.3
"Cordarrelle Patterson, MinWR",@Det,Sun 1:00,0/0,0,0,0,0.3,1.8,0,0.2,2.4,0,0.3
"Jaron Brown, AriWR",Bal,Mon 8:30,0/0,0,0,0,0,0,0,0.4,5.7,0,0.3
"James O'Shaughnessy, KCTE",Pit,Sun 1:00,0/0,0,0,0,0,0,0,0.7,8.6,0,0.3
"Chris Givens, BalWR",@Ari,Mon 8:30,0/0,0,0,0,0,0,0,0.7,9.5,0,0.3
"Chris Gragg, BufTE",@Jax,Sun 9:30 AM,0/0,0,0,0,0,0,0,0.5,6.1,0,0.3

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Geremy Davis, NYGWR",Dal,Sun 4:25,0/0,0,0,0,0,0,0,0.6,7.6,0,0.3
"Darrius Heyward-Bey, PitWR",@KC,Sun 1:00,0/0,0,0,0,0,0,0,0.5,6.3,0,0.2
"Brent Celek, PhiTE",@Car,Sun 8:30,0/0,0,0,0,0,0,0,0.4,4.9,0,0.2
"Jeremy Kerley, NYJWR",@NE,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.4,0,0.2
"Rhett Ellison, MinTE",@Det,Sun 1:00,0/0,0,0,0,0,0,0,0.8,7,0,0.2
"Lucky Whitehead, DalWR",@NYG,Sun 4:25,0/0,0,0,0,0,0,0,0.2,2.3,0,0.2
"Bobby Rainey, TBRB",@Wsh,Sun 1:00,0/0,0,0,0,0.3,1,0,0.2,1.9,0,0.2
"C.J. Fiedorowicz, HouTE",@Mia,Sun 1:00,0/0,0,0,0,0,0,0,0.7,8.1,0,0.2
"Levine Toilolo, AtlTE",@Ten,Sun 1:00,0/0,0,0,0,0,0,0,0.4,4,0,0.2
"Kellen Davis, NYJTE",@NE,Sun 1:00,0/0,0,0,0,0,0,0,0.5,5.7,0,0.2
"Marcus Murphy, NORB",@Ind,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0.2
"Rashad Ross, WshWR",TB,Sun 1:00,0/0,0,0,0,0,0,0,0.3,3.7,0,0.2
"Terron Ward, AtlRB",@Ten,Sun 1:00,0/0,0,0,0,0.3,1.1,0,0.4,3.5,0,0.2
"Bruce Ellington, SFWRP",Sea,L 3-20,0/0,0,0,0,0.1,0.8,0,0.3,4.7,0,0.2
"Chris Polk, HouRBP",@Mia,Sun 1:00,0/0,0,0,0,1.4,5.6,0,0.2,2,0,0.2
"Jim Dray, CleTE",@StL,Sun 1:00,0/0,0,0,0,0,0,0,0.4,4.8,0,0.2
"Craig Stevens, TenTE",Atl,Sun 1:00,0/0,0,0,0,0,0,0,0.4,4.2,0,0.2
"TJ Jones, DetWR",Min,Sun 1:00,0/0,0,0,0,0.1,0.7,0,0.1,1.7,0,0.2
"Demetrius Harris, KCTE",Pit,Sun 1:00,0/0,0,0,0,0,0,0,0.5,5.7,0,0.2
"Percy Harvin*, BufWRO",@Jax,Sun 9:30 AM,0/0,0,0,0,0,0,0,0,0,0,0.2
"Ricardo Lockette, SeaWR",@SF,W 20-3,0/0,0,0,0,0,0,0,0.4,5.2,0,0.2
"Jarryd Hayne*, SFRBO",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0.2
"Marcus Easley, BufWRQ",@Jax,Sun 9:30 AM,0/0,0,0,0,0,0,0,0.4,5.1,0,0.2
"Jalston Fowler, TenRB",Atl,Sun 1:00,0/0,0,0,0,0.5,1.6,0,0.2,1.3,0,0.2
"MyCole Pruitt, MinTE",@Det,Sun 1:00,0/0,0,0,0,0,0,0,0.4,4.7,0,0.2
"Patrick DiMarco, AtlRB",@Ten,Sun 1:00,0/0,0,0,0,0,0,0,0.3,2.7,0,0.2
"Tommy Bohanon, NYJRB",@NE,Sun 1:00,0/0,0,0,0,0.5,1.6,0,0.1,1,0,0.2
"Austin Johnson, NORB",@Ind,Sun 1:00,0/0,0,0,0,0.2,0.8,0,0.3,2.8,0,0.2
"Jonathan Grimes, HouRBP",@Mia,Sun 1:00,0/0,0,0,0,1.4,5.1,0,0.5,4,0,0.2
"Eric Weems, AtlWRP",@Ten,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0.1
"Jason Avant, KCWR",Pit,Sun 1:00,0/0,0,0,0,0,0,0,0.4,5.1,0,0.1
"Brandon Bolden, NERBQ",NYJ,Sun 1:00,0/0,0,0,0,0.5,1.6,0,0.1,1.2,0,0.1
"Michael Burton, DetRB",Min,Sun 1:00,0/0,0,0,0,0.3,1,0,0.1,1.2,0,0.1
"Timothy Wright, DetTE",Min,Sun 1:00,0/0,0,0,0,0,0,0,0.3,3.1,0,0.1
"Matthew Slater, NEWRQ",NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0.3,3.7,0,0.1
"Russell Shepard, TBWRQ",@Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0.4,5.6,0,0.1
"James White, NERB",NYJ,Sun 1:00,0/0,0,0,0,0.2,0.8,0,0.3,2.4,0,0.1
"Michael Hoomanawanui, NOTE",@Ind,Sun 1:00,0/0,0,0,0,0,0,0,0.3,3.1,0,0.1
"Jerome Felton, BufRB",@Jax,Sun 9:30 AM,0/0,0,0,0,0.3,1,0,0.1,1,0,0.1
"Mike Davis, SFRB",Sea,L 3-20,0/0,0,0,0,1,3.4,0,0,0,0,0.1

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Corey Fuller, DetWR",Min,Sun 1:00,0/0,0,0,0,0,0,0,0.2,3.3,0,0.1
"Myles White, NYGWR",Dal,Sun 4:25,0/0,0,0,0,0,0,0,0.2,3.1,0,0.1
"Clay Harbor, JaxTEQ",Buf,Sun 9:30 AM,0/0,0,0,0,0,0,0,0.3,2.9,0,0.1
"James Hanna, DalTEQ",@NYG,Sun 4:25,0/0,0,0,0,0,0,0,0.2,2.4,0,0.1
"E.J. Bibbs, CleTE",@StL,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.4,0,0.1
"David Johnson, SDTE",Oak,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0.1
"Joseph Morgan, NOWR",@Ind,Sun 1:00,0/0,0,0,0,0,0,0,0.3,3.8,0,0.1
"Michael Williams, NETE",NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0.1,1.4,0,0.1
"John Phillips, SDTE",Oak,Sun 4:05,0/0,0,0,0,0,0,0,0.1,1.5,0,0.1
"Dri Archer, PitRB",@KC,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0.1
"Brenton Bersin, CarWR",Phi,Sun 8:30,0/0,0,0,0,0,0,0,0.2,2.7,0,0.1
"Jorvorskie Lane, TBRB",@Wsh,Sun 1:00,0/0,0,0,0,0.3,0.8,0,0.1,1,0,0.1
"Tyler Clutts, DalRB",@NYG,Sun 4:25,0/0,0,0,0,0,0,0,0.2,2,0,0.1
"Malcolm Johnson, CleTE",@StL,Sun 1:00,0/0,0,0,0,0,0,0,0.3,2.4,0,0.1
"Stepfan Taylor, AriRB",Bal,Mon 8:30,0/0,0,0,0,0.3,0.9,0,0,0,0,0.1
"Dontrelle Inman, SDWR",Oak,Sun 4:05,0/0,0,0,0,0,0,0,0.1,1.7,0,0.1
"Cooper Helfet, SeaTE",@SF,W 20-3,0/0,0,0,0,0,0,0,0.1,1.1,0,0.1
"Terrence Magee, BalRB",@Ari,Mon 8:30,0/0,0,0,0,0.2,0.8,0,0,0,0,0.1
"Matt Spaeth, PitTEP",@KC,Sun 1:00,0/0,0,0,0,0,0,0,0.1,1,0,0.1
"Bruce Miller, SFRB",Sea,L 3-20,0/0,0,0,0,0,0,0,0.2,1.9,0,0
"Matthew Mulligan, BufTE",@Jax,Sun 9:30 AM,0/0,0,0,0,0,0,0,0.1,1,0,0
"Zurlon Tipton, IndRB",NO,Sun 1:00,0/0,0,0,0,0.2,1.1,0,0,0,0,0
"Matt Hasselbeck, IndQB",NO,Sun 1:00,0.1/0.2,1.5,0,0,0,0,0,0,0,0,0
"Jay Prosch, HouRB",@Mia,Sun 1:00,0/0,0,0,0,0.3,0.9,0,0,0,0,0
"Drew Stanton, AriQB",Bal,Mon 8:30,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Shaun Draughn, CleRB",@StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Zach Line, MinRB",@Det,Sun 1:00,0/0,0,0,0,0,0,0,0.1,0.9,0,0
"Kellen Clemens, SDQB",Oak,Sun 4:05,0.1/0.2,1.4,0,0,0,0,0,0,0,0,0
"Cameron Artis-Payne, CarRB",Phi,Sun 8:30,0/0,0,0,0,0.3,1,0,0,0,0,0
"Matt Moore, MiaQBP",Hou,Sun 1:00,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Case Keenum, StLQB",Cle,Sun 1:00,0.1/0.1,1,0,0,0,0,0,0,0,0,0
"Dan Orlovsky, DetQB",Min,Sun 1:00,0.1/0.2,1.5,0,0,0,0,0,0,0,0,0
"Jimmy Garoppolo, NEQB",NYJ,Sun 1:00,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Charlie Whitehurst, TenQB",Atl,Sun 1:00,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Tarvaris Jackson, SeaQB",@SF,W 20-3,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Brittan Golden, AriWR",Bal,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Matt McGloin, OakQB",@SD,Sun 4:05,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0
"Cecil Shorts III*, HouWRO",@Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Colt McCoy, WshQB",TB,Sun 1:00,0.1/0.1,1,0,0,0,0,0,0,0,0,0
"Ryan Nassib, NYGQB",Dal,Sun 4:25,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Geno Smith, NYJQB",@NE,Sun 1:00,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Sean Renfree, AtlQB",@Ten,Sun 1:00,0.1/0.2,1,0,0,0,0,0,0,0,0,0
"Kenjon Barner, PhiRB",@Car,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Chad Henne, JaxQB",Buf,Sun 9:30 AM,0.1/0.2,1.5,0,0,0,0,0,0,0,0,0
"DeAndrew White*, SFWRO",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0
"Mike Glennon, TBQB",@Wsh,Sun 1:00,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Matt Schaub, BalQB",@Ari,Mon 8:30,0.1/0.2,1.4,0,0,0,0,0,0,0,0,0
"Chase Daniel, KCQB",Pit,Sun 1:00,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Shaun Hill, MinQB",@Det,Sun 1:00,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Bernard Pierce, JaxRB",Buf,Sun 9:30 AM,0/0,0,0,0,0.2,0.8,0,0,0,0,0
"Brandon Weeden, DalQB",@NYG,Sun 4:25,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0
"Corey Grant*, JaxRBIR",Buf,Sun 9:30 AM,0/0,0,0,0,0,0,0,0,0,0,0
"Chase Reynolds, StLRB",Cle,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Nelson Agholor*, PhiWRO",@Car,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Derek Anderson, CarQB",Phi,Sun 8:30,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Mark Sanchez, PhiQB",@Car,Sun 8:30,0.1/0.2,1.4,0,0,0,0,0,0,0,0,0
"Ryan Mallett, HouQB",@Mia,Sun 1:00,0.1/0.2,1.4,0,0,0,0,0,0,0,0,0
"Luke McCown, NOQB",@Ind,Sun 1:00,0.1/0.2,1.4,0,0,0,0,0,0,0,0,0
"Josh Johnson, BufQB",@Jax,Sun 9:30 AM,0.1/0.1,0.9,0,0,0,0,0,0,0,0,0
"Blaine Gabbert, SFQB",Sea,L 3-20,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Johnny Manziel, CleQBP",@StL,Sun 1:00,0.1/0.2,1.2,0,0,0,0.1,0,0,0,0,0
"Taiwan Jones, OakRB, CBP",@SD,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Peyton Manning, DenQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Mike Vick*, PitQBO",@KC,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Tony Romo*, DalQBIR",@NYG,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Aaron Rodgers, GBQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"John Kuhn, GBRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Jay Cutler, ChiQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Devin Hester*, AtlWRIR",@Ten,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Owen Daniels, DenTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Bruce Gradkowski*, PitQBIR",@KC,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Daniel Fells*, NYGTEIR",Dal,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Dwayne Bowe, CleWR",@StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Zach Miller, SeaTE",@SF,W 20-3,0/0,0,0,0,0,0,0,0,0,0,0
"James Jones, GBWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Jordy Nelson*, GBWRIR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Eddie Royal, ChiWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Matt Forte, ChiRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Jerome Simpson, SFWR",Sea,L 3-20,0/0,0,0,0,0,0,0,0,0,0,0
"DeSean Jackson*, WshWRO",TB,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Martellus Bennett, ChiTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Jamaal Charles*, KCRBIR",Pit,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Harry Douglas*, TenWRO",Atl,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Andre Caldwell, DenWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Donald Brown, SDRB",Oak,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Cedric Peerman, CinRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Chase Coffman, TenTE",Atl,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Brandon Pettigrew*, DetTEO",Min,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Brandon Gibson*, NEWRIR",NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Brandon LaFell*, NEWRO",NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Jordan Norwood, DenWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Brandon Tate, CinWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Antone Smith, ChiRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Jimmy Clausen, ChiQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"James Starks, GBRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Dez Bryant, DalWRD",@NYG,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Demaryius Thomas, DenWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Arrelious Benn*, JaxWRIR",Buf,Sun 9:30 AM,0/0,0,0,0,0,0,0,0,0,0,0
"Dennis Pitta*, BalTEO",@Ari,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Tony Moeaki, AtlTE",@Ten,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Emmanuel Sanders, DenWRQ",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Dorin Dickerson*, TenTEIR",Atl,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Marc Mariani, ChiWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
