,player,opp,opp_rank,overall_rank,pos_rank,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,fanduel_pts,fanduel_cost,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,2-pt,fl,punt_td,kick_td
397,Jerome Simpson ,ARI,#6,367,139,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1.24,0.0,0.27,0.2,$4700,0.04,0.27,$3000,0.09,0.2,$30000,0.01,0.27,$6000,0.05,0.2,$3700,0.05,0.27,$3000,0.09,0.27,$2000,0.14,0.2,$3000,0.07,0.2,$10,20.0,,,,
398,Cooper Helfet ,PIT,#8,368,75,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.93,0.01,0.27,0.21,$0,0.0,0.27,$2500,0.11,0.21,$30000,0.01,0.27,$6000,0.05,0.21,$3000,0.07,0.27,$3000,0.09,0.27,$1700,0.16,0.21,$0,0.0,0.21,$10,21.0,,,,
399,Michael Williams ,DEN,#2,369,76,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.77,0.0,0.21,0.14,$0,0.0,0.21,$2500,0.08,0.14,$0,0.0,0.21,$6000,0.04,0.14,$0,0.0,0.21,$3000,0.07,0.21,$1700,0.12,0.14,$0,0.0,0.14,$10,14.0,,,,
400,Luke Stocker ,IND,#19,369,76,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.87,0.0,0.21,0.15,$4500,0.03,0.21,$2500,0.08,0.15,$30000,0.01,0.21,$6000,0.04,0.15,$3000,0.05,0.21,$3000,0.07,0.21,$1700,0.12,0.15,$2000,0.08,0.15,$10,15.0,,,,
401,Nic Jacobs ,SD,#29,370,77,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.91,0.0,0.19,0.14,$0,0.0,0.19,$2500,0.08,0.14,$30000,0.0,0.19,$6000,0.03,0.14,$3000,0.05,0.19,$3000,0.06,0.19,$1700,0.11,0.14,$2000,0.07,0.14,$10,14.0,,,,
402,Matthew McGloin ,TEN,#12,371,49,4.25,0.02,0.03,0.06,-0.01,0.0,0.0,0.0,0.0,0.17,0.2,$0,0.0,0.21,$0,0.0,0.17,$78000,0.0,0.2,$0,0.0,0.21,$0,0.0,0.21,$0,0.0,0.26,$0,0.0,0.21,$0,0.0,0.2,$0,0.0,,,,
403,Derek Anderson ,DAL,#22,371,49,4.11,0.01,0.03,0.13,0.44,0.0,0.0,0.01,0.0,0.17,0.2,$5000,0.04,0.21,$5000,0.04,0.17,$75000,0.0,0.2,$10000,0.02,0.21,$4500,0.05,0.21,$3000,0.07,0.26,$4500,0.06,0.21,$4700,0.04,0.2,$20,10.0,,,,
404,George Winn ,PHI,#10,372,107,0.0,0.0,0.0,0.42,0.2,0.0,0.12,0.28,0.0,0.15,0.09,$0,0.0,0.16,$3000,0.05,0.09,$35000,0.0,0.15,$6000,0.03,0.09,$3000,0.03,0.16,$3000,0.05,0.17,$2000,0.09,0.1,$700,0.14,0.09,$10,9.0,,,,
405,Rod Smith ,CAR,#3,372,107,0.0,0.0,0.01,0.22,0.52,0.0,0.06,0.18,0.01,0.15,0.13,$4500,0.03,0.17,$3000,0.06,0.12,$35000,0.0,0.16,$6000,0.03,0.12,$3000,0.04,0.17,$3000,0.06,0.18,$2000,0.09,0.14,$2600,0.05,0.13,$10,13.0,,,,
406,Quan Bray ,TB,#17,373,140,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.76,0.0,0.14,0.11,$0,0.0,0.14,$3000,0.05,0.11,$30000,0.0,0.14,$6000,0.02,0.11,$0,0.0,0.14,$3000,0.05,0.14,$0,0.0,0.11,$2100,0.05,0.11,$10,11.0,,,,
407,Bradley Marquez ,CIN,#14,374,141,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.55,0.0,0.13,0.09,$4500,0.02,0.13,$3000,0.04,0.09,$30000,0.0,0.13,$6000,0.02,0.09,$3000,0.03,0.13,$3000,0.04,0.13,$2000,0.07,0.09,$2000,0.05,0.09,$10,9.0,,,,
408,Bernard Pierce ,SD,#29,375,108,0.0,0.0,0.0,0.15,0.33,0.0,0.05,0.24,0.0,0.11,0.08,$4500,0.02,0.11,$3000,0.04,0.08,$35000,0.0,0.11,$6000,0.02,0.08,$3500,0.02,0.11,$3000,0.04,0.11,$2000,0.06,0.08,$1600,0.05,0.08,$10,8.0,,,,
409,Jimmy Clausen ,CLE,#28,376,50,5.06,0.01,0.05,0.11,0.08,0.0,0.0,0.0,0.0,0.09,0.14,$0,0.0,0.17,$0,0.0,0.09,$0,0.0,0.14,$0,0.0,0.14,$0,0.0,0.17,$0,0.0,0.25,$0,0.0,0.17,$0,0.0,0.14,$0,0.0,,,,
410,Travaris Cadet ,ARI,#6,377,109,0.0,0.0,0.0,0.18,0.16,0.0,0.07,0.14,0.0,0.08,0.05,$4500,0.01,0.09,$3000,0.03,0.05,$35000,0.0,0.08,$6000,0.01,0.05,$3100,0.02,0.09,$3000,0.03,0.1,$2000,0.05,0.06,$2100,0.03,0.05,$10,5.0,,,,
411,Tyler Kroft ,STL,#1,378,78,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.21,0.0,0.08,0.06,$4500,0.01,0.08,$2500,0.03,0.06,$30000,0.0,0.08,$6000,0.01,0.06,$3000,0.02,0.08,$3000,0.03,0.08,$1700,0.05,0.06,$2000,0.03,0.06,$10,6.0,,,,
412,Johnny Manziel ,BAL,#15,379,51,0.59,0.01,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.07,0.07,$6700,0.01,0.07,$5100,0.01,0.07,$94900,0.0,0.07,$11700,0.01,0.07,$5000,0.01,0.07,$3300,0.02,0.07,$4600,0.02,0.07,$5200,0.01,0.07,$25,2.8,,,,
413,Khari Lee ,GB,#21,380,79,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.23,0.0,0.06,0.04,$4500,0.01,0.07,$2500,0.03,0.04,$30000,0.0,0.06,$6000,0.01,0.04,$3000,0.01,0.07,$3000,0.02,0.08,$0,0.0,0.05,$2100,0.02,0.04,$10,4.0,,,,
414,Trey Burton ,DET,#26,380,79,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.23,0.0,0.06,0.04,$4500,0.01,0.07,$2500,0.03,0.04,$30000,0.0,0.06,$6000,0.01,0.04,$3000,0.01,0.07,$3000,0.02,0.08,$1700,0.05,0.05,$0,0.0,0.04,$10,4.0,,,,
415,David Johnson ,JAC,#24,381,80,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.04,0.03,$4500,0.01,0.04,$2500,0.02,0.03,$30000,0.0,0.04,$6000,0.01,0.03,$3000,0.01,0.04,$3000,0.01,0.04,$1700,0.02,0.03,$2100,0.01,0.03,$10,3.0,,,,
416,Matt Slater ,DEN,#2,382,142,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.0,0.02,0.01,$0,0.0,0.02,$0,0.0,0.01,$30000,0.0,0.02,$0,0.0,0.01,$0,0.0,0.02,$0,0.0,0.02,$2000,0.01,0.01,$0,0.0,0.01,$0,0.0,,,,
417,Tyrell Williams ,JAC,#24,382,142,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.02,0.01,$4500,0.0,0.02,$3000,0.01,0.01,$30000,0.0,0.02,$6000,0.0,0.01,$3000,0.0,0.02,$3000,0.01,0.02,$2000,0.01,0.01,$2000,0.01,0.01,$0,0.0,,,,
418,Rico Richardson ,OAK,#31,382,142,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.02,0.01,$4500,0.0,0.02,$3000,0.01,0.01,$30000,0.0,0.02,$6000,0.0,0.01,$3000,0.0,0.02,$3000,0.01,0.02,$0,0.0,0.01,$2500,0.0,0.01,$10,1.0,,,,
419,Denarius Moore ,KC,#7,383,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$4500,0.0,0.0,$3000,0.0,0.0,$30000,0.0,0.0,$6000,0.0,0.0,$3500,0.0,0.0,$3000,0.0,0.0,$2000,0.0,0.0,$2500,0.0,0.0,$10,0.0,,,,
420,Leonard Hankerson ,MIN,#16,383,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$5400,0.0,0.0,$3700,0.0,0.0,$74700,0.0,0.0,$6200,0.0,0.0,$4000,0.0,0.0,$3300,0.0,0.0,$2700,0.0,0.0,$3600,0.0,0.0,$17,0.0,,,,
421,Thaddeus Lewis ,DET,#26,384,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$5000,0.0,0.0,$5000,0.0,0.0,$75000,0.0,0.0,$10000,0.0,0.0,$0,0.0,0.0,$0,0.0,0.0,$4500,0.0,0.0,$4600,0.0,0.0,$20,0.0,,,,
422,Andrew Luck ,TB,#17,384,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$0,0.0,0.0,$6700,0.0,0.0,$0,0.0,0.0,$16900,0.0,0.0,$6700,0.0,0.0,$3000,0.0,0.0,$0,0.0,0.0,$6800,0.0,0.0,$30,0.0,,,,
423,Robert Griffin III ,NYG,#23,384,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$5500,0.0,0.0,$5000,0.0,0.0,$75000,0.0,0.0,$10000,0.0,0.0,$0,0.0,0.0,$0,0.0,0.0,$4500,0.0,0.0,$4700,0.0,0.0,$20,0.0,,,,
424,Andrew Hawkins ,BAL,#15,384,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$4900,0.0,0.0,$3300,0.0,0.0,$51400,0.0,0.0,$6000,0.0,0.0,$3900,0.0,0.0,$3000,0.0,0.0,$0,0.0,0.0,$3500,0.0,0.0,$10,0.0,,,,
425,Dan Herron ,TB,#17,385,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$0,0.0,0.0,$3000,0.0,0.0,$35000,0.0,0.0,$0,0.0,0.0,$0,0.0,0.0,$0,0.0,0.0,$0,0.0,0.0,$0,0.0,0.0,$0,0.0,,,,
426,Isaiah Pead ,SEA,#4,385,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$4500,0.0,0.0,$3000,0.0,0.0,$35000,0.0,0.0,$6000,0.0,0.0,$3000,0.0,0.0,$3000,0.0,0.0,$2000,0.0,0.0,$1100,0.0,0.0,$10,0.0,,,,
427,Brandon Weeden ,NO,#32,385,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$5000,0.0,0.0,$5000,0.0,0.0,$78900,0.0,0.0,$0,0.0,0.0,$5000,0.0,0.0,$3000,0.0,0.0,$4500,0.0,0.0,$4700,0.0,0.0,$0,0.0,,,,
428,Joe Webb ,DAL,#22,385,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$5000,0.0,0.0,$5000,0.0,0.0,$75000,0.0,0.0,$10000,0.0,0.0,$0,0.0,0.0,$3000,0.0,0.0,$2000,0.0,0.0,$4500,0.0,0.0,$20,0.0,,,,
429,Zach Ertz ,DET,#26,386,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$5000,0.0,0.0,$2900,0.0,0.0,$55000,0.0,0.0,$7650,0.0,0.0,$4450,0.0,0.0,$3300,0.0,0.0,$3300,0.0,0.0,$2700,0.0,0.0,$16,0.0,,,,
430,Marshawn Lynch ,PIT,#8,386,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$8000,0.0,0.0,$6500,0.0,0.0,$90500,0.0,0.0,$11900,0.0,0.0,$5000,0.0,0.0,$3300,0.0,0.0,$7500,0.0,0.0,$5800,0.0,0.0,$25,0.0,,,,
431,Josh Johnson ,KC,#7,386,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$4800,0.0,0.0,$5000,0.0,0.0,$75000,0.0,0.0,$10000,0.0,0.0,$4500,0.0,0.0,$3000,0.0,0.0,$4500,0.0,0.0,$4600,0.0,0.0,$20,0.0,,,,
432,Peyton Manning ,NE,#13,386,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$6700,0.0,0.0,$5900,0.0,0.0,$100000,0.0,0.0,$10500,0.0,0.0,$6200,0.0,0.0,$3000,0.0,0.0,$0,0.0,0.0,$4900,0.0,0.0,$25,0.0,,,,
433,Sean Renfree ,MIN,#16,386,52,0.63,0.0,0.01,0.07,-0.07,0.0,0.01,0.12,0.0,0.0,0.01,$5000,0.0,0.02,$5000,0.0,0.0,$75000,0.0,0.01,$10000,0.0,0.0,$4500,0.0,0.02,$3000,0.01,0.04,$4500,0.01,0.02,$4800,0.0,0.01,$20,0.5,,,,
434,Danny Amendola ,DEN,#2,386,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$6100,0.0,0.0,$4700,0.0,0.0,$95100,0.0,0.0,$10100,0.0,0.0,$4700,0.0,0.0,$5000,0.0,0.0,$6600,0.0,0.0,$5700,0.0,0.0,$16,0.0,,,,
435,Eddie Royal ,GB,#21,386,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$4700,0.0,0.0,$3200,0.0,0.0,$58300,0.0,0.0,$6000,0.0,0.0,$4000,0.0,0.0,$3000,0.0,0.0,$2000,0.0,0.0,$1600,0.0,0.0,$13,0.0,,,,
436,Ryan Mathews ,DET,#26,386,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$4900,0.0,0.0,$3400,0.0,0.0,$60400,0.0,0.0,$8950,0.0,0.0,$4550,0.0,0.0,$3100,0.0,0.0,$6700,0.0,0.0,$2800,0.0,0.0,$18,0.0,,,,
437,Charlie Whitehurst ,TB,#17,386,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$5000,0.0,0.0,$5000,0.0,0.0,$75000,0.0,0.0,$10000,0.0,0.0,$4700,0.0,0.0,$3000,0.0,0.0,$4500,0.0,0.0,$5100,0.0,0.0,$20,0.0,,,,
438,Martellus Bennett ,GB,#21,386,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$5300,0.0,0.0,$4000,0.0,0.0,$82900,0.0,0.0,$8200,0.0,0.0,$4300,0.0,0.0,$4300,0.0,0.0,$6700,0.0,0.0,$3100,0.0,0.0,$18,0.0,,,,
439,Sam Bradford ,DET,#26,386,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$6700,0.0,0.0,$5300,0.0,0.0,$110900,0.0,0.0,$12250,0.0,0.0,$5500,0.0,0.0,$3100,0.0,0.0,$6200,0.0,0.0,$4900,0.0,0.0,$26,0.0,,,,
440,Philly Brown ,DAL,#22,386,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$4700,0.0,0.0,$3000,0.0,0.0,$51500,0.0,0.0,$6450,0.0,0.0,$4000,0.0,0.0,$3000,0.0,0.0,$2000,0.0,0.0,$0,0.0,0.0,$13,0.0,,,,
441,Phillip Dorsett ,TB,#17,386,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$5000,0.0,0.0,$3000,0.0,0.0,$30000,0.0,0.0,$6000,0.0,0.0,$3800,0.0,0.0,$3000,0.0,0.0,$0,0.0,0.0,$2000,0.0,0.0,$10,0.0,,,,
442,Cameron Artis-Payne ,DAL,#22,386,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$4500,0.0,0.0,$3000,0.0,0.0,$35000,0.0,0.0,$6000,0.0,0.0,$3500,0.0,0.0,$3000,0.0,0.0,$2000,0.0,0.0,$2100,0.0,0.0,$10,0.0,,,,
443,Kevin Norwood ,DAL,#22,386,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$0,0.0,0.0,$3000,0.0,0.0,$30000,0.0,0.0,$6000,0.0,0.0,$3000,0.0,0.0,$3000,0.0,0.0,$2000,0.0,0.0,$1500,0.0,0.0,$10,0.0,,,,
444,De'Anthony Thomas ,BUF,#9,386,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$4500,0.0,0.0,$3000,0.0,0.0,$36000,0.0,0.0,$6000,0.0,0.0,$4000,0.0,0.0,$3000,0.0,0.0,$2000,0.0,0.0,$3500,0.0,0.0,$10,0.0,,,,
445,Ty Montgomery ,CHI,#25,386,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$5000,0.0,0.0,$3000,0.0,0.0,$50200,0.0,0.0,$6000,0.0,0.0,$3800,0.0,0.0,$3000,0.0,0.0,$2000,0.0,0.0,$2500,0.0,0.0,$10,0.0,,,,
446,Geoff Swaim ,CAR,#3,386,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$0,0.0,0.0,$2500,0.0,0.0,$30000,0.0,0.0,$6000,0.0,0.0,$3000,0.0,0.0,$3000,0.0,0.0,$1700,0.0,0.0,$0,0.0,0.0,$10,0.0,,,,
447,Jared Abbrederis ,CHI,#25,386,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$4900,0.0,0.0,$3000,0.0,0.0,$30000,0.0,0.0,$6000,0.0,0.0,$3500,0.0,0.0,$3000,0.0,0.0,$0,0.0,0.0,$2000,0.0,0.0,$10,0.0,,,,
448,Alonzo Harris ,CHI,#25,386,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$4500,0.0,0.0,$3000,0.0,0.0,$35000,0.0,0.0,$6000,0.0,0.0,$3000,0.0,0.0,$3000,0.0,0.0,$2000,0.0,0.0,$2100,0.0,0.0,$10,0.0,,,,
449,T.J. Jones ,PHI,#10,386,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$4500,0.0,0.0,$3000,0.0,0.0,$30000,0.0,0.0,$6000,0.0,0.0,$3000,0.0,0.0,$3000,0.0,0.0,$2000,0.0,0.0,$1000,0.0,0.0,$10,0.0,,,,
450,Aaron Dobson ,DEN,#2,386,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$4500,0.0,0.0,$3000,0.0,0.0,$30000,0.0,0.0,$6000,0.0,0.0,$3500,0.0,0.0,$3000,0.0,0.0,$2100,0.0,0.0,$3500,0.0,0.0,$10,0.0,,,,
451,Austin Davis ,BAL,#15,386,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$5400,0.0,0.0,$5000,0.0,0.0,$75000,0.0,0.0,$10000,0.0,0.0,$4500,0.0,0.0,$3000,0.0,0.0,$4500,0.0,0.0,$4700,0.0,0.0,$20,0.0,,,,
452,Brice Butler ,CAR,#3,386,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$4900,0.0,0.0,$3000,0.0,0.0,$40200,0.0,0.0,$6000,0.0,0.0,$3800,0.0,0.0,$3000,0.0,0.0,$2000,0.0,0.0,$2000,0.0,0.0,$10,0.0,,,,
453,Landry Jones ,SEA,#4,386,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$5000,0.0,0.0,$5000,0.0,0.0,$81500,0.0,0.0,$10000,0.0,0.0,$5000,0.0,0.0,$3000,0.0,0.0,$4500,0.0,0.0,$4800,0.0,0.0,$20,0.0,,,,
454,Matt Barkley ,SF,#30,386,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$4800,0.0,0.0,$5000,0.0,0.0,$75000,0.0,0.0,$10000,0.0,0.0,$4500,0.0,0.0,$3000,0.0,0.0,$4500,0.0,0.0,$4500,0.0,0.0,$20,0.0,,,,
455,Stedman Bailey ,CIN,#14,386,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$4500,0.0,0.0,$0,0.0,0.0,$32800,0.0,0.0,$6000,0.0,0.0,$3700,0.0,0.0,$3000,0.0,0.0,$0,0.0,0.0,$0,0.0,0.0,$0,0.0,,,,
456,Ka'Deem Carey ,GB,#21,386,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$5100,0.0,0.0,$3000,0.0,0.0,$35000,0.0,0.0,$6000,0.0,0.0,$3400,0.0,0.0,$3000,0.0,0.0,$2000,0.0,0.0,$3000,0.0,0.0,$10,0.0,,,,
457,Larry Donnell ,WSH,#18,386,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$5100,0.0,0.0,$2500,0.0,0.0,$50200,0.0,0.0,$6050,0.0,0.0,$4000,0.0,0.0,$3000,0.0,0.0,$2900,0.0,0.0,$2100,0.0,0.0,$12,0.0,,,,
458,Devonta Freeman ,MIN,#16,386,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$8900,0.0,0.0,$8300,0.0,0.0,$132100,0.0,0.0,$15450,0.0,0.0,$5950,0.0,0.0,$7500,0.0,0.0,$8100,0.0,0.0,$7900,0.0,0.0,$33,0.0,,,,
459,Tim Wright ,PHI,#10,386,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$4500,0.0,0.0,$2500,0.0,0.0,$40000,0.0,0.0,$6000,0.0,0.0,$3000,0.0,0.0,$3000,0.0,0.0,$1700,0.0,0.0,$2100,0.0,0.0,$10,0.0,,,,
460,Carlos Hyde ,ARI,#6,386,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$6000,0.0,0.0,$3800,0.0,0.0,$72500,0.0,0.0,$9100,0.0,0.0,$4200,0.0,0.0,$3000,0.0,0.0,$4400,0.0,0.0,$2600,0.0,0.0,$19,0.0,,,,
461,Austin Seferian-Jenkins ,IND,#19,386,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,$5100,0.0,0.0,$2500,0.0,0.0,$59900,0.0,0.0,$9100,0.0,0.0,$4000,0.0,0.0,$3000,0.0,0.0,$3200,0.0,0.0,$2000,0.0,0.0,$14,0.0,,,,
462,Drew Stanton ,SF,#30,387,53,1.82,0.0,0.04,0.05,-0.04,0.0,0.01,0.11,0.0,-0.01,0.02,$5200,0.0,0.04,$5000,0.01,-0.02,$75000,-0.0,0.03,$10000,0.0,0.0,$4500,0.0,0.04,$3000,0.01,0.07,$4500,0.02,0.03,$4700,0.01,0.02,$20,1.0,,,,
463,Shaun Hill ,ATL,#20,387,53,1.8,0.0,0.04,0.04,-0.04,0.0,0.01,0.13,0.0,-0.01,0.03,$5600,0.01,0.04,$5000,0.01,-0.01,$75000,-0.0,0.03,$10000,0.0,0.0,$5000,0.0,0.04,$3000,0.01,0.07,$4500,0.02,0.04,$4600,0.01,0.03,$20,1.5,,,,
