,player,opp,opp_rank,overall_rank,pos_rank,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,fanduel_pts,fanduel_cost,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,2-pt,fl,punt_td,kick_td
78,Darren McFadden ,CAR,#3,76,20,0.0,0.0,0.0,15.53,62.87,0.28,2.65,21.81,0.09,13.22,11.89,$8100,1.47,13.28,$5500,2.41,11.89,$114900,0.1,13.22,$11350,1.16,11.89,$4850,2.45,13.28,$6000,2.21,13.34,$6400,2.08,11.95,$6400,1.87,11.89,$27,440.37,,,,
79,Lesean McCoy ,KC,#7,77,21,0.0,0.0,0.0,13.65,56.68,0.5,2.58,18.66,0.02,13.19,11.9,$7600,1.57,13.17,$5300,2.48,11.78,$113100,0.1,13.19,$13150,1.0,11.9,$5350,2.22,13.29,$5500,2.42,13.39,$7300,1.83,12.0,$7100,1.69,11.9,$23,517.39,,,,
80,Donte Moncrief ,TB,#17,78,26,0.0,0.0,0.0,0.0,0.0,0.0,4.6,62.49,0.38,13.17,10.87,$5900,1.84,13.17,$4400,2.99,10.87,$65400,0.17,13.17,$8050,1.64,10.87,$4750,2.29,13.17,$4000,3.29,13.17,$5700,2.31,10.87,$4000,2.72,10.87,$19,572.11,,,,
81,Tyrod Taylor ,KC,#7,79,28,214.06,1.03,0.96,4.02,18.32,0.14,0.0,0.0,0.0,13.15,14.11,$7300,1.93,14.25,$5100,2.79,13.15,$115400,0.11,14.11,$11900,1.19,15.3,$5700,2.68,14.25,$6600,2.16,16.54,$6800,2.43,14.25,$6000,2.38,14.11,$30,470.33,,,,
82,Emmanuel Sanders ,NE,#13,80,27,0.0,0.0,0.0,0.09,0.31,0.0,4.38,68.99,0.32,13.15,10.96,$7500,1.46,13.19,$6800,1.94,10.96,$94600,0.12,13.15,$10850,1.21,10.96,$5200,2.11,13.19,$3000,4.4,13.23,$7500,1.76,11.0,$3600,3.06,10.96,$28,391.43,,,,
83,Chris Johnson ,SF,#30,81,22,0.0,0.0,0.0,15.04,67.43,0.57,1.75,11.39,0.04,13.05,12.18,$6800,1.79,13.17,$4600,2.86,12.18,$84100,0.14,13.05,$8400,1.55,12.18,$4650,2.62,13.17,$4700,2.8,13.29,$7300,1.82,12.3,$4700,2.62,12.18,$20,609.0,,,,
84,Alfred Blue ,NO,#32,82,23,0.0,0.0,0.0,13.43,51.08,0.41,2.37,24.73,0.07,12.75,11.57,$5900,1.96,12.83,$4500,2.85,11.57,$77800,0.15,12.75,$8650,1.47,11.57,$4300,2.69,12.83,$3300,3.89,12.91,$4000,3.23,11.65,$4000,2.91,11.57,$16,723.13,,,,
85,Benjamin Watson ,HOU,#11,83,5,0.0,0.0,0.0,0.0,0.0,0.0,4.56,53.6,0.46,12.68,10.4,$5400,1.93,12.68,$4000,3.17,10.4,$80300,0.13,12.68,$7500,1.69,10.4,$4500,2.31,12.68,$3000,4.23,12.68,$3500,3.62,10.4,$3900,2.67,10.4,$18,577.78,,,,
86,Antonio Andrews ,OAK,#31,84,24,0.5,0.02,0.0,12.18,54.25,0.29,2.49,21.33,0.11,12.39,11.14,$5700,1.95,12.51,$3700,3.38,11.14,$69200,0.16,12.39,$7050,1.76,11.15,$4350,2.56,12.51,$4000,3.13,12.63,$4900,2.58,11.26,$4000,2.82,11.14,$14,795.71,,,,
87,Vincent Jackson ,IND,#19,85,28,0.0,0.0,0.0,0.0,0.0,0.0,3.34,55.02,0.57,12.26,10.59,$6400,1.65,12.26,$4700,2.61,10.59,$71900,0.15,12.26,$9750,1.26,10.59,$4600,2.3,12.26,$4300,2.85,12.26,$5500,2.23,10.59,$3700,2.86,10.59,$20,529.5,,,,
88,Justin Hardy ,MIN,#16,86,29,0.0,0.0,0.0,0.0,0.0,0.0,6.0,54.2,0.2,12.22,9.22,$4500,2.05,12.42,$3000,4.14,9.22,$30000,0.31,12.22,$6000,2.04,9.22,$3500,2.63,12.42,$3000,4.14,12.62,$2000,6.31,9.42,$2500,3.77,9.22,$10,922.0,,,,
89,Allen Hurns ,SD,#29,87,30,0.0,0.0,0.0,0.0,0.0,0.0,3.8,63.05,0.35,12.17,10.27,$7200,1.43,12.19,$5800,2.1,10.27,$91700,0.11,12.17,$9700,1.25,10.27,$4750,2.16,12.19,$4800,2.54,12.21,$6000,2.04,10.29,$5800,1.77,10.27,$26,395.0,,,,
90,Michael Crabtree ,TEN,#12,88,31,0.0,0.0,0.0,0.0,0.0,0.0,4.46,58.33,0.32,12.09,9.86,$6500,1.52,12.15,$6400,1.9,9.86,$95100,0.1,12.09,$11100,1.09,9.86,$4800,2.05,12.15,$5100,2.38,12.21,$6700,1.82,9.92,$5900,1.68,9.86,$26,379.23,,,,
91,Jordan Reed ,NYG,#23,89,6,0.0,0.0,0.0,0.0,0.0,0.0,4.95,54.61,0.27,11.99,9.52,$5800,1.64,12.03,$5100,2.36,9.52,$93900,0.1,11.99,$11450,1.05,9.52,$4700,2.03,12.03,$4600,2.62,12.07,$7600,1.59,9.56,$4400,2.17,9.52,$22,432.73,,,,
92,Travis Benjamin ,BAL,#15,90,32,0.0,0.0,0.0,0.06,0.27,0.0,4.64,56.0,0.29,11.93,9.61,$5900,1.63,11.97,$5300,2.26,9.61,$54500,0.18,11.93,$8200,1.45,9.61,$4200,2.29,11.97,$3000,3.99,12.01,$4900,2.45,9.65,$4300,2.24,9.61,$22,436.82,,,,
93,Gary Barnidge ,BAL,#15,91,7,0.0,0.0,0.0,0.0,0.0,0.0,3.76,45.54,0.58,11.79,9.91,$6500,1.52,11.79,$4800,2.46,9.91,$86300,0.11,11.79,$10900,1.08,9.91,$4900,2.02,11.79,$3100,3.8,11.79,$6300,1.87,9.91,$4900,2.02,9.91,$21,471.9,,,,
94,Golden Tate ,PHI,#10,92,33,0.58,0.0,0.02,0.07,0.51,0.0,4.4,54.81,0.32,11.74,9.56,$6300,1.52,11.83,$4700,2.52,9.54,$73700,0.13,11.76,$8900,1.32,9.54,$4400,2.17,11.83,$4500,2.63,11.9,$5000,2.38,9.63,$4200,2.29,9.56,$21,455.24,,,,
95,Martavis Bryant ,SEA,#4,93,34,0.0,0.0,0.0,0.03,0.14,0.0,3.3,51.71,0.53,11.63,9.98,$6700,1.49,11.65,$5600,2.08,9.98,$93800,0.11,11.63,$12000,0.97,9.98,$4950,2.02,11.65,$3000,3.88,11.67,$6000,1.95,10.0,$5600,1.79,9.98,$25,399.2,,,,
96,Delanie Walker ,OAK,#31,94,8,0.0,0.0,0.0,0.0,0.0,0.0,4.48,48.6,0.37,11.6,9.36,$6100,1.53,11.6,$5400,2.15,9.36,$95600,0.1,11.6,$11250,1.03,9.36,$4600,2.03,11.6,$3900,2.97,11.6,$7000,1.66,9.36,$4600,2.03,9.36,$20,468.0,,,,
97,Shaun Draughn ,ARI,#6,95,25,0.0,0.0,0.0,14.04,54.89,0.0,3.87,17.33,0.1,11.49,9.56,$5600,1.71,11.59,$3800,3.05,9.56,$66800,0.14,11.49,$6000,1.92,9.56,$3900,2.45,11.59,$3200,3.62,11.69,$3000,3.9,9.66,$4000,2.42,9.56,$10,956.0,,,,
98,Ryan Tannehill ,NYJ,#5,96,29,250.26,1.01,1.42,2.02,6.2,0.06,0.0,0.0,0.0,11.43,12.85,$6900,1.86,13.25,$5200,2.55,11.43,$115800,0.1,12.85,$12950,0.99,13.93,$5800,2.4,13.25,$5800,2.28,16.15,$6700,2.41,13.25,$5600,2.37,12.85,$25,514.0,,,,
99,Jimmy Graham ,PIT,#8,97,9,0.0,0.0,0.0,0.0,0.0,0.0,4.59,52.94,0.27,11.42,9.13,$5500,1.66,11.46,$4800,2.39,9.13,$89100,0.1,11.42,$9300,1.23,9.13,$4400,2.08,11.46,$4800,2.39,11.5,$5500,2.09,9.17,$3700,2.48,9.13,$18,507.22,,,,
100,Doug Baldwin ,PIT,#8,98,35,0.0,0.0,0.0,0.0,0.0,0.0,4.55,56.6,0.22,11.39,9.12,$5300,1.72,11.48,$3800,3.02,9.12,$66100,0.14,11.39,$8550,1.33,9.12,$4600,1.98,11.48,$3800,3.02,11.57,$3000,3.86,9.21,$4800,1.92,9.12,$17,536.47,,,,
101,Davante Adams ,CHI,#25,99,36,0.79,0.0,0.0,0.0,0.0,0.0,4.28,57.42,0.21,11.31,9.17,$6900,1.33,11.31,$4700,2.41,9.17,$83900,0.11,11.31,$8950,1.26,9.18,$4450,2.06,11.31,$4900,2.31,11.32,$4600,2.46,9.17,$4500,2.04,9.17,$19,482.63,,,,
102,Blaine Gabbert ,ARI,#6,100,30,195.35,0.97,0.78,3.13,13.71,0.02,0.0,0.0,0.0,11.27,12.05,$6000,2.01,12.25,$5000,2.45,11.27,$97300,0.12,12.05,$11100,1.09,13.22,$5000,2.64,12.25,$4500,2.72,14.4,$4900,2.94,12.25,$5200,2.36,12.05,$22,547.73,,,,
103,Antonio Gates ,JAC,#24,101,10,0.0,0.0,0.0,0.0,0.0,0.0,4.31,42.82,0.44,11.27,9.12,$5700,1.6,11.27,$4700,2.4,9.12,$101300,0.09,11.27,$10300,1.09,9.12,$4750,1.92,11.27,$5000,2.25,11.27,$6800,1.66,9.12,$4400,2.07,9.12,$23,396.52,,,,
104,Travis Kelce ,BUF,#9,102,11,0.0,0.0,0.0,0.0,0.0,0.0,4.26,46.17,0.42,11.24,9.11,$5800,1.57,11.32,$4700,2.41,9.11,$91700,0.1,11.24,$10450,1.08,9.11,$4600,1.98,11.32,$4400,2.57,11.4,$6200,1.84,9.19,$4400,2.09,9.11,$20,455.5,,,,
105,Frank Gore ,TB,#17,103,26,0.0,0.0,0.0,14.83,52.31,0.28,2.55,18.87,0.02,11.23,9.95,$6400,1.55,11.37,$4600,2.47,9.95,$79500,0.13,11.23,$10050,1.12,9.95,$4650,2.14,11.37,$5300,2.15,11.51,$6000,1.92,10.09,$5800,1.74,9.95,$23,432.61,,,,
106,Jeremy Hill ,STL,#1,104,27,0.0,0.0,0.02,11.62,41.71,0.22,2.98,22.58,0.11,11.07,9.6,$6500,1.48,11.23,$4700,2.39,9.58,$73200,0.13,11.09,$9000,1.23,9.58,$4900,1.96,11.23,$3800,2.96,11.37,$5500,2.07,9.74,$4000,2.44,9.6,$14,685.71,,,,
107,Ronnie Hillman ,NE,#13,105,28,0.0,0.0,0.0,14.96,65.35,0.35,1.74,9.02,0.0,11.06,10.19,$6300,1.62,11.17,$4000,2.79,10.19,$71900,0.14,11.06,$8850,1.25,10.19,$4700,2.17,11.17,$3900,2.86,11.28,$5200,2.17,10.3,$4000,2.58,10.19,$15,679.33,,,,
108,Tavon Austin ,CIN,#14,106,37,0.0,0.0,0.0,0.85,4.79,0.0,4.09,52.76,0.14,10.69,8.64,$5800,1.49,10.69,$4300,2.49,8.64,$66700,0.13,10.69,$8050,1.33,8.64,$4350,1.99,10.69,$3800,2.81,10.69,$6200,1.72,8.64,$4200,2.06,8.64,$22,392.73,,,,
109,Rishard Matthews ,NYJ,#5,107,38,0.0,0.0,0.0,0.02,-0.03,0.0,3.43,49.09,0.39,10.64,8.92,$6200,1.44,10.66,$4400,2.42,8.92,$68100,0.13,10.64,$8100,1.31,8.92,$4350,2.05,10.66,$4100,2.6,10.68,$4600,2.32,8.94,$4800,1.86,8.92,$22,405.45,,,,
110,Kendall Wright ,OAK,#31,108,39,0.0,0.0,0.0,0.08,1.54,0.0,4.12,45.31,0.29,10.55,8.49,$5300,1.6,10.55,$4400,2.4,8.49,$69100,0.12,10.55,$8150,1.29,8.49,$4300,1.97,10.55,$3000,3.52,10.55,$5000,2.11,8.49,$2200,3.86,8.49,$17,499.41,,,,
111,Heath Miller ,SEA,#4,109,12,0.0,0.0,0.0,0.0,0.0,0.0,4.22,48.17,0.24,10.44,8.33,$5300,1.57,10.48,$3100,3.38,8.33,$55900,0.15,10.44,$7550,1.38,8.33,$4300,1.94,10.48,$3000,3.49,10.52,$4200,2.5,8.37,$2700,3.1,8.33,$13,640.77,,,,
112,Darren Sproles ,DET,#26,110,29,0.0,0.0,0.0,5.27,27.39,0.12,3.48,28.83,0.1,10.42,8.68,$5000,1.74,10.42,$3600,2.89,8.68,$56200,0.15,10.42,$7350,1.42,8.68,$4150,2.09,10.42,$3200,3.26,10.42,$5100,2.04,8.68,$3500,2.48,8.68,$13,667.69,,,,
113,Jacob Tamme ,MIN,#16,111,13,0.0,0.0,0.0,0.0,0.0,0.0,4.18,41.49,0.34,10.33,8.24,$5100,1.62,10.37,$3300,3.14,8.24,$66700,0.12,10.33,$7900,1.31,8.24,$4100,2.01,10.37,$3500,2.96,10.41,$4100,2.54,8.28,$3300,2.51,8.24,$16,515.0,,,,
114,Melvin Gordon ,JAC,#24,112,30,0.0,0.0,0.0,16.08,52.94,0.36,1.76,10.03,0.05,10.32,9.44,$5900,1.6,10.42,$3800,2.74,9.44,$65600,0.14,10.32,$7650,1.35,9.44,$4100,2.3,10.42,$3600,2.89,10.52,$2300,4.57,9.54,$4100,2.33,9.44,$13,726.15,,,,
115,Rueben Randle ,WSH,#18,113,40,0.0,0.0,0.0,0.0,0.0,0.0,3.46,45.75,0.38,10.32,8.59,$5600,1.53,10.32,$3800,2.72,8.59,$69100,0.12,10.32,$8150,1.27,8.59,$4350,1.97,10.32,$3000,3.44,10.32,$5700,1.81,8.59,$3600,2.39,8.59,$17,505.29,,,,
116,Jason Witten ,CAR,#3,114,14,0.0,0.0,0.0,0.0,0.0,0.0,4.62,44.6,0.17,10.06,7.75,$5600,1.38,10.1,$4800,2.1,7.75,$78800,0.1,10.06,$8500,1.18,7.75,$4350,1.78,10.1,$4000,2.53,10.14,$5800,1.75,7.79,$3500,2.23,7.75,$17,455.88,,,,
117,John Brown ,SF,#30,115,41,0.0,0.0,0.0,0.14,1.3,0.02,2.83,42.65,0.44,9.99,8.57,$5700,1.5,9.99,$5000,2.0,8.57,$81200,0.11,9.99,$10800,0.93,8.57,$4650,1.84,9.99,$5000,2.0,9.99,$4600,2.17,8.57,$4100,2.09,8.57,$23,372.61,,,,
118,Malcom Floyd ,JAC,#24,116,42,0.0,0.0,0.0,0.0,0.0,0.0,2.63,46.8,0.42,9.83,8.52,$0,0.0,9.83,$3900,2.52,8.52,$72100,0.12,9.83,$6900,1.42,8.52,$4500,1.89,9.83,$3000,3.28,9.83,$0,0.0,8.52,$3000,2.84,8.52,$20,426.0,,,,
119,Dorial Green-Beckham ,OAK,#31,117,43,0.0,0.0,0.0,0.0,0.0,0.0,2.78,47.92,0.36,9.73,8.34,$5400,1.54,9.73,$3300,2.95,8.34,$59800,0.14,9.73,$6000,1.62,8.34,$4100,2.03,9.73,$3300,2.95,9.73,$3600,2.7,8.34,$3700,2.25,8.34,$10,834.0,,,,
120,Jamison Crowder ,NYG,#23,118,44,0.0,0.0,0.0,0.12,0.83,0.0,3.98,43.34,0.22,9.68,7.69,$5400,1.42,9.7,$3600,2.69,7.69,$53400,0.14,9.68,$6900,1.4,7.69,$4200,1.83,9.7,$3500,2.77,9.72,$2400,4.05,7.71,$3600,2.14,7.69,$15,512.67,,,,
121,Jeremy Langford ,GB,#21,119,31,0.0,0.0,0.0,8.83,33.53,0.28,1.95,21.08,0.11,9.51,8.54,$6200,1.38,9.64,$5300,1.82,8.54,$90100,0.09,9.51,$11200,0.85,8.54,$4800,1.78,9.64,$4800,2.01,9.77,$7300,1.34,8.67,$6100,1.42,8.54,$22,388.18,,,,
122,Nate Washington ,NO,#32,120,45,0.0,0.0,0.0,0.0,0.0,0.0,2.9,46.96,0.31,9.42,7.97,$5300,1.5,9.44,$3800,2.48,7.97,$69500,0.11,9.42,$8100,1.16,7.97,$4300,1.85,9.44,$3900,2.42,9.46,$4000,2.37,7.99,$3700,2.16,7.97,$23,346.52,,,,
123,Spencer Ware ,BUF,#9,121,32,0.0,0.0,0.0,7.29,42.0,0.3,1.89,15.75,0.0,9.41,8.46,$6100,1.39,9.44,$3800,2.48,8.46,$58100,0.15,9.41,$8100,1.16,8.46,$4350,1.94,9.44,$3100,3.05,9.47,$6300,1.5,8.49,$2100,4.04,8.46,$10,846.0,,,,
124,Pierre Garcon ,NYG,#23,122,46,0.0,0.0,0.0,0.0,0.0,0.0,3.76,44.46,0.18,9.25,7.37,$5700,1.29,9.27,$4200,2.21,7.37,$76100,0.1,9.25,$8450,1.09,7.37,$4400,1.68,9.27,$3800,2.44,9.29,$5600,1.66,7.39,$3600,2.05,7.37,$18,409.44,,,,
125,Michael Floyd ,SF,#30,123,47,0.28,0.0,0.0,0.0,0.0,0.0,2.44,43.27,0.41,9.24,8.02,$6400,1.25,9.26,$3800,2.44,8.02,$68800,0.12,9.24,$11050,0.84,8.02,$4750,1.69,9.26,$3000,3.09,9.28,$6600,1.41,8.04,$4300,1.87,8.02,$23,348.7,,,,
126,Anquan Boldin ,ARI,#6,124,48,0.0,0.0,0.0,0.0,0.0,0.0,3.29,43.68,0.27,9.18,7.53,$5700,1.32,9.23,$4000,2.31,7.53,$57900,0.13,9.18,$10750,0.85,7.53,$4450,1.69,9.23,$3900,2.37,9.28,$4000,2.32,7.58,$4100,1.85,7.53,$19,396.32,,,,
127,Willie Snead ,HOU,#11,125,49,0.0,0.0,0.0,0.0,0.0,0.0,3.58,45.51,0.16,9.03,7.24,$6300,1.15,9.06,$4500,2.01,7.24,$63100,0.11,9.03,$8300,1.09,7.24,$4800,1.51,9.06,$3000,3.02,9.09,$3400,2.67,7.27,$4500,1.62,7.24,$22,329.09,,,,
128,Julius Thomas ,SD,#29,126,15,0.0,0.0,0.0,0.0,0.0,0.0,3.92,30.56,0.32,8.9,6.94,$5300,1.31,8.9,$3400,2.62,6.94,$57100,0.12,8.9,$6350,1.4,6.94,$4700,1.48,8.9,$3300,2.7,8.9,$4600,1.93,6.94,$2700,2.57,6.94,$13,533.85,,,,
129,Ted Ginn Jr. ,DAL,#22,127,50,0.0,0.0,0.0,0.13,0.52,0.0,2.7,46.26,0.24,8.82,7.47,$5400,1.38,8.82,$3700,2.38,7.47,$61200,0.12,8.82,$6000,1.47,7.47,$4200,1.78,8.82,$3400,2.59,8.82,$4900,1.8,7.47,$1500,4.98,7.47,$16,466.88,,,,
130,Cecil Shorts ,NO,#32,128,51,0.0,0.0,0.0,0.13,1.07,0.0,3.55,39.69,0.23,8.79,7.01,$5600,1.25,8.9,$3600,2.47,7.01,$70300,0.1,8.79,$7000,1.26,7.01,$4300,1.63,8.9,$3300,2.7,9.01,$2900,3.11,7.12,$1700,4.19,7.01,$17,412.35,,,,
131,Charles Clay ,KC,#7,129,16,0.0,0.0,0.0,0.0,0.0,0.0,3.69,34.7,0.25,8.62,6.78,$5300,1.28,8.64,$3500,2.47,6.78,$60100,0.11,8.62,$8150,1.06,6.78,$4300,1.58,8.64,$3800,2.27,8.66,$4500,1.92,6.8,$2700,2.52,6.78,$13,521.54,,,,
132,Crockett Gillmore ,CLE,#28,130,17,0.0,0.0,0.0,0.0,0.0,0.0,3.06,39.88,0.26,8.61,7.08,$5600,1.26,8.61,$3700,2.33,7.08,$66500,0.11,8.61,$9400,0.92,7.08,$4400,1.61,8.61,$3500,2.46,8.61,$4500,1.91,7.08,$3300,2.15,7.08,$14,505.71,,,,
133,Marquess Wilson ,GB,#21,131,52,0.0,0.0,0.0,0.0,0.0,0.0,2.44,40.68,0.31,8.37,7.15,$5800,1.23,8.37,$3900,2.15,7.15,$55900,0.13,8.37,$6000,1.4,7.15,$4250,1.68,8.37,$3300,2.54,8.37,$3200,2.62,7.15,$3600,1.99,7.15,$10,715.0,,,,
134,Charles Sims ,IND,#19,132,33,0.0,0.0,0.0,6.98,30.17,0.16,2.1,18.22,0.1,8.32,7.27,$5400,1.35,8.43,$3500,2.41,7.27,$65200,0.11,8.32,$6750,1.23,7.27,$4300,1.69,8.43,$3300,2.55,8.54,$4000,2.14,7.38,$3700,1.99,7.27,$14,519.29,,,,
135,Karlos Williams ,KC,#7,133,34,0.0,0.0,0.0,5.84,25.0,0.26,2.05,20.42,0.03,8.29,7.27,$5800,1.25,8.31,$3900,2.13,7.27,$77500,0.09,8.29,$10400,0.8,7.27,$4200,1.73,8.31,$3300,2.52,8.33,$5100,1.63,7.29,$4100,1.78,7.27,$21,346.19,,,,
136,Richard Rodgers ,CHI,#25,134,18,0.0,0.0,0.0,0.0,0.0,0.0,3.51,33.3,0.24,8.28,6.53,$5200,1.26,8.32,$3100,2.68,6.53,$63600,0.1,8.28,$7850,1.05,6.53,$4250,1.54,8.32,$3300,2.52,8.36,$4600,1.82,6.57,$3000,2.19,6.53,$15,435.33,,,,
137,Eric Ebron ,PHI,#10,135,19,0.0,0.0,0.0,0.0,0.0,0.0,2.94,36.44,0.24,8.06,6.59,$5100,1.29,8.08,$3300,2.45,6.59,$60900,0.11,8.06,$6000,1.34,6.59,$4150,1.59,8.08,$4200,1.92,8.1,$4200,1.93,6.61,$3300,2.0,6.59,$15,439.33,,,,
138,Ahmad Bradshaw ,TB,#17,136,35,0.0,0.0,0.0,5.56,14.08,0.04,2.44,25.78,0.22,7.91,6.69,$5800,1.15,7.95,$3600,2.21,6.69,$75500,0.09,7.91,$7800,1.01,6.69,$4350,1.54,7.95,$3100,2.56,7.99,$4100,1.95,6.73,$3500,1.92,6.69,$10,669.0,,,,
139,Rashad Jennings ,WSH,#18,136,35,0.0,0.0,0.0,8.07,36.32,0.3,1.31,10.44,0.03,7.91,7.25,$5200,1.39,7.96,$3700,2.15,7.25,$63100,0.11,7.91,$6950,1.14,7.25,$4100,1.77,7.96,$3000,2.65,8.01,$3200,2.5,7.3,$4000,1.83,7.25,$14,517.86,,,,
140,Vernon Davis ,NE,#13,137,20,0.0,0.0,0.0,0.0,0.0,0.0,3.07,32.51,0.25,7.86,6.33,$5200,1.22,7.86,$3000,2.62,6.33,$43800,0.14,7.86,$6200,1.27,6.33,$4300,1.47,7.86,$3100,2.54,7.86,$2700,2.91,6.33,$2000,3.17,6.33,$13,486.92,,,,
141,Darren Fells ,SF,#30,138,21,0.0,0.0,0.0,0.0,0.0,0.0,2.03,31.25,0.44,7.8,6.78,$4800,1.41,7.8,$2500,3.12,6.78,$53100,0.13,7.8,$6000,1.3,6.78,$3400,1.99,7.8,$3000,2.6,7.8,$2000,3.9,6.78,$2000,3.39,6.78,$10,678.0,,,,
142,Theo Riddick ,PHI,#10,139,36,0.0,0.0,0.0,2.7,10.57,0.07,3.41,26.53,0.05,7.72,6.02,$5500,1.09,7.78,$3500,2.22,6.02,$60500,0.1,7.72,$6100,1.27,6.02,$4000,1.51,7.78,$3800,2.05,7.84,$4000,1.96,6.08,$3400,1.79,6.02,$15,401.33,,,,
143,James Jones ,CHI,#25,140,53,0.0,0.0,0.02,0.0,0.0,0.0,2.42,42.42,0.19,7.72,6.53,$5800,1.13,7.76,$4600,1.69,6.51,$78900,0.08,7.74,$8700,0.89,6.51,$4550,1.43,7.76,$3900,1.99,7.78,$5200,1.5,6.55,$4600,1.42,6.53,$15,435.33,,,,
144,Jermaine Kearse ,PIT,#8,141,54,0.0,0.0,0.0,0.0,0.0,0.0,2.83,36.57,0.2,7.69,6.27,$5100,1.23,7.71,$3300,2.34,6.27,$53100,0.12,7.69,$6000,1.28,6.27,$4000,1.57,7.71,$3300,2.34,7.73,$2000,3.87,6.29,$3600,1.75,6.27,$11,570.0,,,,
145,Duke Johnson ,BAL,#15,142,37,0.0,0.0,0.0,5.76,19.09,0.13,2.7,20.43,0.05,7.59,6.24,$6000,1.04,7.66,$3900,1.96,6.24,$72200,0.09,7.59,$8250,0.92,6.24,$4200,1.49,7.66,$3000,2.55,7.73,$4700,1.64,6.31,$2800,2.25,6.24,$14,445.71,,,,
146,Ameer Abdullah ,PHI,#10,143,38,0.0,0.0,0.0,7.2,26.64,0.08,2.33,17.73,0.05,7.43,6.26,$5400,1.16,7.49,$3300,2.27,6.26,$50100,0.12,7.43,$6000,1.24,6.26,$4200,1.49,7.49,$3300,2.27,7.55,$2200,3.43,6.32,$3500,1.81,6.26,$14,447.14,,,,
147,James Starks ,CHI,#25,144,39,0.0,0.0,0.0,6.67,28.65,0.19,1.84,12.87,0.03,7.35,6.43,$5800,1.11,7.35,$4800,1.53,6.43,$79700,0.08,7.35,$9650,0.76,6.43,$4200,1.53,7.35,$4500,1.63,7.35,$4500,1.63,6.43,$5200,1.24,6.43,$20,321.5,,,,
148,Terrance Williams ,CAR,#3,145,55,0.0,0.0,0.0,0.0,0.0,0.0,2.43,35.66,0.22,7.32,6.1,$5900,1.03,7.34,$4200,1.75,6.1,$65300,0.09,7.32,$8350,0.88,6.1,$4000,1.53,7.34,$3500,2.1,7.36,$3400,2.16,6.12,$3600,1.7,6.1,$15,406.67,,,,
149,Marvin Jones ,STL,#1,146,56,0.0,0.0,0.0,0.08,1.19,0.0,2.87,32.82,0.15,7.15,5.72,$5400,1.06,7.18,$4200,1.71,5.72,$66400,0.09,7.15,$7050,1.01,5.72,$4300,1.33,7.18,$3600,1.99,7.21,$3400,2.12,5.75,$4100,1.4,5.72,$20,286.0,,,,
150,Charcandrick West ,BUF,#9,147,40,0.0,0.0,0.0,7.31,31.53,0.19,1.47,12.27,0.04,7.13,6.4,$6900,0.93,7.18,$5300,1.35,6.4,$85500,0.07,7.13,$11650,0.61,6.4,$5000,1.28,7.18,$5400,1.33,7.23,$7200,1.0,6.45,$6200,1.04,6.4,$26,246.15,,,,
151,Chris Harper ,DEN,#2,148,57,0.0,0.0,0.0,0.0,0.0,0.0,3.84,30.72,0.0,6.91,4.99,$4500,1.11,6.91,$3000,2.3,4.99,$30000,0.17,6.91,$6000,1.15,4.99,$3000,1.66,6.91,$3000,2.3,6.91,$2000,3.46,4.99,$2200,2.27,4.99,$10,499.0,,,,
152,Robert Woods ,KC,#7,149,58,0.0,0.0,0.0,0.0,0.0,0.0,2.95,32.15,0.11,6.87,5.39,$5100,1.06,6.87,$3300,2.08,5.39,$52600,0.1,6.87,$6000,1.15,5.39,$4000,1.35,6.87,$3200,2.15,6.87,$2800,2.45,5.39,$3600,1.5,5.39,$17,317.06,,,,
153,Devin Funchess ,DAL,#22,150,59,0.0,0.0,0.0,0.0,0.0,0.0,2.16,38.28,0.12,6.77,5.69,$5900,0.96,6.77,$3900,1.74,5.69,$64100,0.09,6.77,$7000,0.97,5.69,$4000,1.42,6.77,$3200,2.12,6.77,$3500,1.93,5.69,$3600,1.58,5.69,$10,569.0,,,,
154,Jordan Cameron ,NYJ,#5,151,22,0.0,0.0,0.0,0.0,0.0,0.0,2.82,31.25,0.13,6.65,5.24,$5100,1.03,6.69,$2500,2.68,5.24,$39000,0.13,6.65,$6000,1.11,5.24,$4100,1.28,6.69,$3100,2.16,6.73,$5200,1.29,5.28,$2600,2.03,5.24,$10,524.0,,,,
155,Garrett Celek ,ARI,#6,152,23,0.0,0.0,0.0,0.0,0.0,0.0,2.69,30.05,0.14,6.58,5.23,$4800,1.09,6.6,$2500,2.64,5.23,$41000,0.13,6.58,$6000,1.1,5.23,$3400,1.54,6.6,$3000,2.2,6.62,$1700,3.89,5.25,$2100,2.5,5.23,$10,523.0,,,,
156,Shane Vereen ,WSH,#18,153,41,0.0,0.0,0.0,3.3,11.68,0.05,2.5,20.95,0.1,6.54,5.29,$5600,0.94,6.6,$4200,1.57,5.29,$63300,0.08,6.54,$8300,0.79,5.29,$4500,1.18,6.6,$3000,2.2,6.66,$4700,1.42,5.35,$3100,1.73,5.29,$15,352.67,,,,
