player,opp,status,comp/att,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,punt_td,kick_td,fl,2-pt

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Kellen Moore, DalQB",Phi,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Chris Polk, HouRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Bernard Pierce, JaxRB",@NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Ladarius Green, SDTED",Chi,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Justin Blackmon, JaxWRSSPD",@NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Michael Floyd, AriWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Kendall Wright*, TenWRO",@NO,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Stephen Hill*, CarWRIR",GB,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Keshawn Martin, NEWRQ",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"T.J. Graham, NOWR",Ten,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Nick Toon, NOWRQ",Ten,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Devon Wylie, OakWR",@Pit,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"T.Y. Hilton, IndWRQ",Den,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Chris Givens, BalWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Bryce Brown, SeaRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Daryl Richardson, NYJRB",Jax,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Collin Mooney*, AtlRBIR",@SF,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Nathan Palmer, DenWR",@Ind,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Chris Owusu*, NYJWRIR",Jax,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Brian Tyms*, NEWRIR",Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Joe Banyard, JaxRB",@NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"G.J. Kinne, PhiQB",@Dal,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Derrick Coleman, SeaRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Lance Dunbar*, DalRBIR",Phi,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Dominique Jones, DenTE",@Ind,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Rod Streater, OakWR",@Pit,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Matt Simms, BufQB",Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Jermaine Kearse, SeaWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Deonte Thompson, BufWRQ",Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"LaRon Byrd, MiaWR",@Buf,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Brittan Golden, AriWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Jonathan Grimes, HouRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Chase Ford, MinTE",StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Cooper Helfet, SeaTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Brandon Bostick, MinTE",StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Josh Gordon, CleWRSSPD",@Cin,L 10-31,0/0,0,0,0,0,0,0,0,0,0,0
"Larry Donnell*, NYGTEO",@TB,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Ifeanyi Momah*, AriWRIR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"DeAndre Hopkins, HouWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Le'Veon Bell*, PitRBIR",Oak,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Knile Davis, KCRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Marquise Goodwin*, BufWRIR",Mia,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Travis Kelce, KCTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Ryan Griffin*, HouTEIR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Andre Ellington, AriRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Brice Butler, DalWRQ",Phi,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"B.J. Daniels, SeaQB, WR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
