player,opp,status,comp/att,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,punt_td,kick_td,fl,2-pt

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Marlon Brown, BalWR",SD,Sun 1:00,0/0,0,0,0,0,0,0,2.1,27.3,0.2,3.2
"Kyle Rudolph, MinTE",@Chi,Sun 1:00,0/0,0,0,0,0,0,0,2.6,28.1,0.2,3.2
"Nick Williams, AtlWRQ",TB,Sun 1:00,0/0,0,0,0,0,0,0,1.7,22.1,0.2,3.2
"Justin Hardy, AtlWR",TB,Sun 1:00,0/0,0,0,0,0,0,0,1.7,22,0.2,3.2
"Corey Brown, CarWR",Ind,Mon 8:30,0/0,0,0,0,0.6,4.2,0,2,28.1,0.2,3.1
"Devin Funchess, CarWR",Ind,Mon 8:30,0/0,0,0,0,0,0,0,1.8,24.5,0.2,3.1
"Garrett Graham, HouTE",Ten,Sun 1:00,0/0,0,0,0,0,0,0,1.9,21.4,0.2,3.1
"Dion Sims, MiaTE",@NE,L 7-36,0/0,0,0,0,0,0,0,1.9,20.5,0.2,3.1
"Brian Quick, StLWR",SF,Sun 1:00,0/0,0,0,0,0,0,0,1.6,23.1,0.2,3
"Brandon Myers, TBTE",@Atl,Sun 1:00,0/0,0,0,0,0,0,0,2.2,25.6,0.2,3
"Lance Moore, DetWR",@KC,Sun 9:30 AM,0/0,0,0,0,0,0,0,2,25.9,0.2,3
"Jonathan Grimes, HouRB",Ten,Sun 1:00,0/0,0,0,0,4.3,17.2,0.1,1.8,15.7,0.1,3
"Dwayne Allen, IndTE",@Car,Mon 8:30,0/0,0,0,0,0,0,0,2,21.2,0.2,3
"Mychal Rivera, OakTE",NYJ,Sun 4:05,0/0,0,0,0,0,0,0,1.9,22.2,0.2,2.9

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Branden Oliver, SDRB",@Bal,Sun 1:00,0/0,0,0,0,4.7,17.2,0.1,1.8,12.4,0.1,2.9
"Marcel Reece, OakRB",NYJ,Sun 4:05,0/0,0,0,0,0.2,0.6,0,2.6,25.3,0.1,2.9
"Jerricho Cotchery, CarWR",Ind,Mon 8:30,0/0,0,0,0,0,0,0,2,24.3,0.1,2.8
"Albert Wilson, KCWR",Det,Sun 9:30 AM,0/0,0,0,0,0,0,0,2.3,27.8,0.1,2.8
"Ahmad Bradshaw, IndRB",@Car,Mon 8:30,0/0,0,0,0,3.7,16,0.1,1.8,13.3,0.1,2.8
"Stedman Bailey, StLWR",SF,Sun 1:00,0/0,0,0,0,0,0,0,1.8,24,0.1,2.8
"Jarius Wright, MinWRP",@Chi,Sun 1:00,0/0,0,0,0,0.1,0.9,0,1.9,24.9,0.1,2.7
"Marquess Wilson, ChiWR",Min,Sun 1:00,0/0,0,0,0,0,0,0,1.7,22.1,0.1,2.6
"Robert Turbin, CleRB",Ari,Sun 1:00,0/0,0,0,0,5.6,21.3,0.1,0.6,4.9,0,2.6
"Knile Davis, KCRB",Det,Sun 9:30 AM,0/0,0,0,0,4.1,15.8,0.2,0.5,3.7,0,2.6
"Mike Davis, SFRB",@StL,Sun 1:00,0/0,0,0,0,6.7,25.2,0.1,1,8.4,0,2.6
"Mike Tolbert, CarRBP",Ind,Mon 8:30,0/0,0,0,0,3.2,12,0.2,1.1,8.3,0.1,2.4
"Jermaine Gresham, AriTE",@Cle,Sun 1:00,0/0,0,0,0,0,0,0,1.9,19.1,0.2,2.3
"Scott Chandler, NETE",Mia,W 36-7,0/0,0,0,0,0,0,0,1.5,17.2,0.2,2.2
"Josh Hill, NOTE",NYG,Sun 1:00,0/0,0,0,0,0,0,0,1.7,18.7,0.2,2
"Maxx Williams, BalTEQ",SD,Sun 1:00,0/0,0,0,0,0,0,0,1.6,17.9,0.1,1.9
"Will Tye, NYGTE",@NO,Sun 1:00,0/0,0,0,0,0,0,0,1.6,18.2,0.1,1.8
"Jeremy Langford, ChiRB",Min,Sun 1:00,0/0,0,0,0,4.2,18,0.1,0.7,5.3,0,1.8
"Jeff Cumberland, NYJTE",@Oak,Sun 4:05,0/0,0,0,0,0,0,0,1.3,15,0.1,1.8
"Jordan Norwood, DenWRQ",GB,Sun 8:30,0/0,0,0,0,0,0,0,1.6,19.4,0.1,1.7
"Bishop Sankey, TenRB",@Hou,Sun 1:00,0/0,0,0,0,2.5,10.8,0.1,1,8.2,0,1.7
"Andre Williams, NYGRB",@NO,Sun 1:00,0/0,0,0,0,4.1,19,0.1,0.1,1.2,0,1.7
"Griff Whalen, IndWR",@Car,Mon 8:30,0/0,0,0,0,0,0,0,0.9,12.7,0.1,1.6
"Russell Shepard, TBWRP",@Atl,Sun 1:00,0/0,0,0,0,0,0,0,1.4,18.4,0.1,1.6
"Jaelen Strong, HouWR",Ten,Sun 1:00,0/0,0,0,0,0,0,0,1,12.8,0.1,1.6
"Clive Walford, OakTE",NYJ,Sun 4:05,0/0,0,0,0,0,0,0,1.2,14.1,0.1,1.6
"Kyle Juszczyk, BalRB",SD,Sun 1:00,0/0,0,0,0,0,0,0,1.6,13.3,0.1,1.6
"Greg Jennings, MiaWR",@NE,L 7-36,0/0,0,0,0,0,0,0,1.2,16.8,0.1,1.6
"Cole Beasley, DalWR",Sea,Sun 4:25,0/0,0,0,0,0,0,0,1.6,15.8,0.1,1.6
"Ed Dickson, CarTE",Ind,Mon 8:30,0/0,0,0,0,0,0,0,1.3,15.2,0.1,1.6
"Dwayne Bowe, CleWR",Ari,Sun 1:00,0/0,0,0,0,0,0,0,1.2,15.5,0.1,1.5
"Jerick McKinnon, MinRB",@Chi,Sun 1:00,0/0,0,0,0,4.1,18.2,0.1,0.4,3.6,0,1.5
"C.J. Fiedorowicz, HouTE",Ten,Sun 1:00,0/0,0,0,0,0,0,0,0.9,10.5,0.1,1.5
"Brandon Coleman, NOWR",NYG,Sun 1:00,0/0,0,0,0,0,0,0,1,14.9,0.1,1.5
"Seth Roberts, OakWR",NYJ,Sun 4:05,0/0,0,0,0,0,0,0,1.4,14.8,0.1,1.5
"Fred Jackson, SeaRB",@Dal,Sun 4:25,0/0,0,0,0,1.3,5.8,0,2.3,18.5,0.1,1.5
"Chris Givens, BalWR",SD,Sun 1:00,0/0,0,0,0,0.3,1.7,0,0.7,10.7,0.1,1.4
"Charles Johnson, MinWR",@Chi,Sun 1:00,0/0,0,0,0,0,0,0,1,14.5,0.1,1.4
"James O'Shaughnessy, KCTE",Det,Sun 9:30 AM,0/0,0,0,0,0,0,0,0.9,11,0.1,1.4
"Taiwan Jones, OakRB, CB",NYJ,Sun 4:05,0/0,0,0,0,1.5,4.8,0,1.4,11,0,1.4

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Luke Stocker, TBTE",@Atl,Sun 1:00,0/0,0,0,0,0,0,0,0.9,10.2,0.1,1.4
"Thomas Rawls, SeaRBP",@Dal,Sun 4:25,0/0,0,0,0,3.1,14,0.1,0.3,2.1,0,1.4
"Michael Hoomanawanui, NOTE",NYG,Sun 1:00,0/0,0,0,0,0,0,0,0.9,10.5,0.1,1.4
"Luke Willson, SeaTE",@Dal,Sun 4:25,0/0,0,0,0,0,0,0,1.1,12.6,0.1,1.4
"DeAngelo Williams, PitRB",Cin,Sun 1:00,0/0,0,0,0,2.7,14,0,0.3,2.5,0,1.3
Dolphins D/STD/ST,@NE,L 7-36,0/0,0,0,0,0,0,0,0,0,0,1.3
"Garrett Celek, SFTE",@StL,Sun 1:00,0/0,0,0,0,0,0,0,1.4,15.6,0,1.3
Browns D/STD/ST,Ari,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,1.2
"Jerome Simpson, SFWR",@StL,Sun 1:00,0/0,0,0,0,0,0,0,0.9,12.3,0,1.1
"Quinton Patton, SFWR",@StL,Sun 1:00,0/0,0,0,0,0,0,0,0.9,11.4,0,1.1
"De'Anthony Thomas, KCRB, WR",Det,Sun 9:30 AM,0/0,0,0,0,1.2,6.1,0,1.1,8.8,0.1,0.9
"Damien Williams, MiaRB",@NE,L 7-36,0/0,0,0,0,2.6,9.5,0.1,0.8,6.5,0,0.7
"Jeremy Ross, BalWR",SD,Sun 1:00,0/0,0,0,0,0.3,1.7,0,0.6,7.7,0.1,0.6
"Matt Asiata, MinRB",@Chi,Sun 1:00,0/0,0,0,0,1.6,6.5,0.1,0.9,6.4,0,0.6
"Gavin Escobar, DalTE",Sea,Sun 4:25,0/0,0,0,0,0,0,0,0.8,9.6,0.1,0.6
"Spencer Ware, KCRB",Det,Sun 9:30 AM,0/0,0,0,0,1.7,6.4,0.1,0,0,0,0.5
"John Phillips, SDTE",@Bal,Sun 1:00,0/0,0,0,0,0,0,0,0.7,8.1,0.1,0.5
"Anthony Sherman, KCRB",Det,Sun 9:30 AM,0/0,0,0,0,0.7,2.3,0.1,0.4,3.9,0,0.5
"Troy Niklas, AriTE",@Cle,Sun 1:00,0/0,0,0,0,0,0,0,0.5,6.1,0.1,0.5
"Jim Dray, CleTE",Ari,Sun 1:00,0/0,0,0,0,0,0,0,0.9,9.7,0.1,0.4
"DeVante Parker, MiaWRQ",@NE,L 7-36,0/0,0,0,0,0,0,0,0.7,9.9,0.1,0.4
"Fozzy Whittaker, CarRB",Ind,Mon 8:30,0/0,0,0,0,0.6,2.4,0,1.2,8.8,0,0.4
"Kenbrell Thompkins, NYJWR",@Oak,Sun 4:05,0/0,0,0,0,0,0,0,0.8,9.6,0.1,0.4
"Stevan Ridley, NYJRBP",@Oak,Sun 4:05,0/0,0,0,0,2.1,7.9,0.1,0.3,2,0,0.4
"Lee Smith, OakTE",NYJ,Sun 4:05,0/0,0,0,0,0,0,0,0.7,8.3,0.1,0.4
"Jacoby Jones, SDWR",@Bal,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0.3
"Roy Helu, OakRB",NYJ,Sun 4:05,0/0,0,0,0,1.7,5.4,0,0.9,6.9,0,0.3
"Jeff Janis, GBWR",@Den,Sun 8:30,0/0,0,0,0,0,0,0,0.6,8.9,0.1,0.3
"Andre Caldwell, DenWR",GB,Sun 8:30,0/0,0,0,0,0,0,0,0.7,9.1,0.1,0.3
"Darrius Heyward-Bey, PitWR",Cin,Sun 1:00,0/0,0,0,0,0,0,0,0.7,9.1,0.1,0.3
"Bennie Fowler, DenWR",GB,Sun 8:30,0/0,0,0,0,0,0,0,0.7,9.1,0.1,0.3
"Adam Humphries, TBWR",@Atl,Sun 1:00,0/0,0,0,0,0,0,0,0.7,9.3,0.1,0.3
"Terron Ward, AtlRB",TB,Sun 1:00,0/0,0,0,0,0.1,0.6,0,0.7,5.9,0,0.3
"Jonas Gray, MiaRB",@NE,L 7-36,0/0,0,0,0,1.2,4.5,0,0.3,2.2,0,0.3
"John Kuhn, GBRB",@Den,Sun 8:30,0/0,0,0,0,0.5,1.5,0,0.5,4.6,0,0.3
"Justin Perillo, GBTE",@Den,Sun 8:30,0/0,0,0,0,0,0,0,0.4,4.6,0,0.3
"Andre Holmes, OakWR",NYJ,Sun 4:05,0/0,0,0,0,0,0,0,0.7,9.1,0,0.3
"Marcus Murphy, NORB",NYG,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0.3
"Jack Doyle, IndTE",@Car,Mon 8:30,0/0,0,0,0,0,0,0,0.5,5.6,0,0.3
"Jay Prosch, HouRBP",Ten,Sun 1:00,0/0,0,0,0,1.1,3.6,0,0,0,0,0.3

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Dontrelle Inman, SDWR",@Bal,Sun 1:00,0/0,0,0,0,0,0,0,0.5,7.4,0,0.3
"Jason Avant, KCWR",Det,Sun 9:30 AM,0/0,0,0,0,0,0,0,0.6,8.1,0,0.3
"Bobby Rainey, TBRB",@Atl,Sun 1:00,0/0,0,0,0,0.1,0.4,0,0.3,2.2,0,0.3
"J.J. Nelson, AriWR",@Cle,Sun 1:00,0/0,0,0,0,0,0,0,0.4,5.1,0,0.2
"Jaron Brown, AriWR",@Cle,Sun 1:00,0/0,0,0,0,0,0,0,0.4,5,0,0.2
"Chase Ford, MinTE",@Chi,Sun 1:00,0/0,0,0,0,0,0,0,0.5,6.1,0,0.2
"Marc Mariani, ChiWR",Min,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0.2
"Patrick DiMarco, AtlRB",TB,Sun 1:00,0/0,0,0,0,0.1,0.5,0,0.2,2,0,0.2
"Virgil Green, DenTE",GB,Sun 8:30,0/0,0,0,0,0,0,0,0.4,5,0,0.2
"Michael Williams, NETE",Mia,W 36-7,0/0,0,0,0,0,0,0,0.2,2.7,0,0.2
"Cordarrelle Patterson, MinWR",@Chi,Sun 1:00,0/0,0,0,0,0.1,0.9,0,0.1,1.1,0,0.2
"Tony Moeaki, AtlTE",TB,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.7,0,0.2
"TJ Jones, DetWR",@KC,Sun 9:30 AM,0/0,0,0,0,0.1,0.8,0,0.1,1.4,0,0.2
"Levine Toilolo, AtlTE",TB,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.6,0,0.2
"Tommy Bohanon, NYJRB",@Oak,Sun 4:05,0/0,0,0,0,0,0,0,0.5,4.1,0,0.2
"Eric Weems, AtlWR",TB,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0.2
"Jamize Olawale, OakRB",NYJ,Sun 4:05,0/0,0,0,0,1.5,5.5,0,0,0,0,0.2
"Michael Burton, DetRB",@KC,Sun 9:30 AM,0/0,0,0,0,0.5,1.5,0,0.1,1,0,0.2
"James White, NERB",Mia,W 36-7,0/0,0,0,0,0.3,1,0,0.3,2.1,0,0.2
"Jarryd Hayne, SFRB",@StL,Sun 1:00,0/0,0,0,0,1.9,7,0,0.3,2,0,0.2
"Aaron Dobson, NEWR",Mia,W 36-7,0/0,0,0,0,0,0,0,0.3,3.4,0,0.2
"Cameron Artis-Payne, CarRB",Ind,Mon 8:30,0/0,0,0,0,0.9,3.6,0,0,0,0,0.2
"Brandon Tate, CinWR",@Pit,Sun 1:00,0/0,0,0,0,0,0,0,0.1,1.4,0,0.2
"MyCole Pruitt, MinTE",@Chi,Sun 1:00,0/0,0,0,0,0,0,0,0.4,4.1,0,0.2
"Lucky Whitehead, DalWR",Sea,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0.1
"Brandon Pettigrew, DetTEP",@KC,Sun 9:30 AM,0/0,0,0,0,0,0,0,0.2,2.4,0,0.1
"Bruce Ellington, SFWR",@StL,Sun 1:00,0/0,0,0,0,0.1,0.8,0,0.2,2.6,0,0.1
"Craig Stevens, TenTE",@Hou,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.6,0,0.1
"Ty Montgomery, GBWRQ",@Den,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0.1
"Matt Spaeth, PitTEP",Cin,Sun 1:00,0/0,0,0,0,0,0,0,0.3,3.3,0,0.1
"Nick Boyle, BalTE",SD,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.5,0,0.1
"Rex Burkhead, CinRB",@Pit,Sun 1:00,0/0,0,0,0,0.3,1,0,0.4,2.9,0,0.1
"Kellen Davis, NYJTE",@Oak,Sun 4:05,0/0,0,0,0,0,0,0,0.2,2.4,0,0.1
"David Johnson, SDTE",@Bal,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0.1
"Chris Matthews, SeaWR",@Dal,Sun 4:25,0/0,0,0,0,0,0,0,0.4,5,0,0.1
"Ricardo Lockette, SeaWR",@Dal,Sun 4:25,0/0,0,0,0,0,0,0,0.4,5,0,0.1
"Vance McDonald, SFTE",@StL,Sun 1:00,0/0,0,0,0,0,0,0,0.6,6.9,0,0.1
"Corey Fuller, DetWR",@KC,Sun 9:30 AM,0/0,0,0,0,0,0,0,0.2,2.8,0,0.1
"Demetrius Harris, KCTE",Det,Sun 9:30 AM,0/0,0,0,0,0,0,0,0.2,2.7,0,0.1
"Myles White, NYGWR",@NO,Sun 1:00,0/0,0,0,0,0,0,0,0.2,3.2,0,0.1

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Geremy Davis, NYGWR",@NO,Sun 1:00,0/0,0,0,0,0,0,0,0.2,3.1,0,0.1
"Cody Latimer, DenWR",GB,Sun 8:30,0/0,0,0,0,0,0,0,0.2,3,0,0.1
"Brenton Bersin, CarWR",Ind,Mon 8:30,0/0,0,0,0,0,0,0,0.2,2.4,0,0.1
"Zach Miller, SeaTE",@Dal,Sun 4:25,0/0,0,0,0,0,0,0,0.2,2.4,0,0.1
"Ryan Hewitt, CinTE",@Pit,Sun 1:00,0/0,0,0,0,0,0,0,0.2,1.9,0,0.1
"James Hanna, DalTEP",Sea,Sun 4:25,0/0,0,0,0,0,0,0,0.2,2.4,0,0.1
"Malcolm Johnson, CleTE",Ari,Sun 1:00,0/0,0,0,0,0,0,0,0.3,2.5,0,0.1
"Cory Harkey, StLTE",SF,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2,0,0.1
"Chris Owusu*, NYJWRO",@Oak,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0.1
"Cameron Meredith, ChiWR",Min,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.5,0,0.1
"Brandon Bolden, NERBP",Mia,W 36-7,0/0,0,0,0,0.3,1,0,0,0,0,0.1
"Brice Butler, DalWRP",Sea,Sun 4:25,0/0,0,0,0,0,0,0,0.2,2.2,0,0.1
"Tyler Clutts, DalRB",Sea,Sun 4:25,0/0,0,0,0,0,0,0,0.2,2,0,0.1
"Jalston Fowler, TenRB",@Hou,Sun 1:00,0/0,0,0,0,0.2,0.8,0,0,0,0,0.1
"Dri Archer, PitRB",Cin,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0.1
"Juwan Thompson, DenRBP",GB,Sun 8:30,0/0,0,0,0,0.2,0.8,0,0.2,1.2,0,0.1
"Zach Line, MinRBP",@Chi,Sun 1:00,0/0,0,0,0,0,0,0,0.2,1.8,0,0.1
"Johnny Manziel, CleQBP",Ari,Sun 1:00,0.6/1.1,7.6,0,0,0.1,0.4,0,0,0,0,0.1
"Blake Bell, SFTE",@StL,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.3,0,0
"Cooper Helfet, SeaTE",@Dal,Sun 4:25,0/0,0,0,0,0,0,0,0.1,1.1,0,0
"Ka'Deem Carey, ChiRB",Min,Sun 1:00,0/0,0,0,0,0.3,1.2,0,0,0,0,0
"Jorvorskie Lane, TBRB",@Atl,Sun 1:00,0/0,0,0,0,0.1,0.4,0,0,0,0,0
"Adam Thielen, MinWRP",@Chi,Sun 1:00,0/0,0,0,0,0,0,0,0.1,1.1,0,0
"Jimmy Garoppolo, NEQB",Mia,W 36-7,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Kellen Clemens, SDQB",@Bal,Sun 1:00,0.1/0.2,1.5,0,0,0,0,0,0,0,0,0
"Drew Stanton, AriQB",@Cle,Sun 1:00,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0
"Sean Renfree, AtlQB",TB,Sun 1:00,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0
"Bruce Miller, SFRB",@StL,Sun 1:00,0/0,0,0,0,0,0,0,0.2,2.1,0,0
"Charlie Whitehurst, TenQB",@Hou,Sun 1:00,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Ryan Mallett, HouQB",Ten,Sun 1:00,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Matt Schaub, BalQB",SD,Sun 1:00,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Dan Orlovsky, DetQB",@KC,Sun 9:30 AM,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Zurlon Tipton, IndRB",@Car,Mon 8:30,0/0,0,0,0,0.2,0.7,0,0,0,0,0
"Chase Daniel, KCQB",Det,Sun 9:30 AM,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"George Winn, DetRB",@KC,Sun 9:30 AM,0/0,0,0,0,0.1,0.4,0,0,0,0,0
"Mike Glennon, TBQB",@Atl,Sun 1:00,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Cecil Shorts III*, HouWRO",Ten,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Case Keenum, StLQB",SF,Sun 1:00,0.1/0.1,1.1,0,0,0,0,0,0,0,0,0
"Derek Anderson, CarQB",Ind,Mon 8:30,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Geno Smith, NYJQB",@Oak,Sun 4:05,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Brittan Golden, AriWRQ",@Cle,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Ryan Nassib, NYGQB",@NO,Sun 1:00,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Brock Osweiler, DenQB",GB,Sun 8:30,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Scott Tolzien, GBQB",@Den,Sun 8:30,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Matt Moore, MiaQBP",@NE,L 7-36,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"AJ McCarron, CinQB",@Pit,Sun 1:00,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Matt Hasselbeck, IndQB",@Car,Mon 8:30,0.1/0.2,1.6,0,0,0,0,0,0,0,0,0
"Landry Jones, PitQB",Cin,Sun 1:00,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Brandon Weeden, DalQB",Sea,Sun 4:25,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Jimmy Clausen, ChiQB",Min,Sun 1:00,0.1/0.2,1.1,0,0,0,0,0,0,0,0,0
"T.J. Yates, HouQB",Ten,Sun 1:00,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Luke McCown, NOQB",NYG,Sun 1:00,0.1/0.2,1.4,0,0,0,0,0,0,0,0,0
"Chase Reynolds, StLRB",SF,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Shaun Hill, MinQB",@Chi,Sun 1:00,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Tarvaris Jackson, SeaQB",@Dal,Sun 4:25,0.1/0.2,1.2,0,0,0,0,0,0,0,0,0
"Joshua Bellamy, ChiWR",Min,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Matt McGloin, OakQB",NYJ,Sun 4:05,0.1/0.2,1.3,0,0,0,0,0,0,0,0,0
"Marlon Moore, CleWRP",Ari,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Terrence Magee, BalRB",SD,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Mike Vick*, PitQBO",Cin,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Andre Davis, FAWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Tony Romo*, DalQBIR",Sea,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Antonio Gates, SDTEQ",@Bal,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Vincent Jackson, TBWRD",@Atl,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Darren Sproles, PhiRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Marcedes Lewis, JaxTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Devin Hester*, AtlWRIR",TB,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Bruce Gradkowski*, PitQBIR",Cin,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Miles Austin, PhiWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Daniel Fells*, NYGTEIR",@NO,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Brent Celek, PhiTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Jordy Nelson*, GBWRIR",@Den,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"DeSean Jackson, WshWRQ",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Chad Henne, JaxQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Jamaal Charles*, KCRBIR",Det,Sun 9:30 AM,0/0,0,0,0,0,0,0,0,0,0,0
"Harry Douglas*, TenWRO",@Hou,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Jerome Felton, BufRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Matthew Slater, NEWR",Mia,W 36-7,0/0,0,0,0,0,0,0,0,0,0,0
"Josh Johnson, BufQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Pierre Garcon, WshWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Matthew Mulligan, BufTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Mark Sanchez, PhiQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Donald Brown, SDRB",@Bal,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Arian Foster*, HouRBIR",Ten,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"LeSean McCoy, BufRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Cedric Peerman, CinRB",@Pit,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Chase Coffman, TenTE",@Hou,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Brandon Gibson*, NEWRIR",Mia,W 36-7,0/0,0,0,0,0,0,0,0,0,0,0
"Percy Harvin, BufWRD",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Louis Murphy*, TBWRIR",@Atl,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Darrel Young, WshRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Antone Smith, ChiRB",Min,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Sam Bradford, PhiQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Colt McCoy, WshQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Ryan Mathews, PhiRBP",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Toby Gerhart, JaxRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Boobie Dixon, BufRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Arrelious Benn*, JaxWRIR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Marcus Easley, BufWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Riley Cooper, PhiWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Andre Roberts, WshWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Dennis Pitta*, BalTEO",SD,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Dorin Dickerson*, TenTEIR",@Hou,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Clay Harbor, JaxTEQ",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Anthony McCoy, WshTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Andrew Quarless*, GBTEIR",@Den,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
